台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID
4015143012			1	1430
4015143099			1	1430
4015143101	4015143102,4015143105		1	1431
4015143102	4015143106		2	
4015143103	4015143108		2	
4015143104	4015143110		2	
4015143105	4015143113		2	
4015143106	4015143107		1	1431
4015143107	4015143103,4015143104		1	1431
4015143108	4015143109		1	1431
4015143109			1	1431
4015143110	4015143111		1	1431
4015143111	4015143112		1	1431
4015143112	4015143113		1	1431
4015143113			1	1431
4015143199			1	1431
4015143301	4015143302,4015143303,4015143304		1	1433
4015143302	4015143305		1	1433
4015143303	4015143309		1	1433
4015143304	4015143311		1	1433
4015143305	4015143306		1	1433
4015143306	4015143307		1	1433
4015143307	4015143308		1	1433
4015143308	4015143302,4015143303,4015143304		1	1433
4015143309	4015143310		1	1433
4015143310	4015143302,4015143303,4015143304		1	1433
4015143311			1	1433
4015143399			1	1433
4015143501	4015143516,4015143505		1	1435
4015143502	4015143506		1	1435
4015143516	4015143517		2	
4015143517	4015143503,4015143504		1	1435
4015143503	4015143507	1	2	
4015143504	4015143510	1	2	
4015143505	4015143515	1	2	
4015143506			1	1435
4015143507	4015143508		1	1435
4015143508	4015143509		1	1435
4015143509			1	1435
4015143510	4015143511		1	1435
4015143511	4015143512		1	1435
4015143512	4015143513		1	1435
4015143513	4015143514		1	1435
4015143514			1	1435
4015143515			1	1435
4015143551	4015143502,4015143516,4015143505		1	1435
4015143599			1	1435
4015146901	4015146902		1	1469
4015146902			1	1469
4015146903	4015146907		2	
4015146920	4015146921		2	
4015146921	4015146904,4015146905		1	1469
4015146904	4015146908		2	
4015146905	4015146913		2	
4015146906	4015146919		2	
4015146907			1	1469
4015146908	4015146909		1	1469
4015146909	4015146910		1	1469
4015146910	4015146911		1	1469
4015146911	4015146912		1	1469
4015146912			1	1469
4015146913	4015146914		1	1469
4015146914	4015146915		1	1469
4015146915	4015146916		1	1469
4015146916	4015146917		1	1469
4015146917	4015146918		1	1469
4015146918			1	1469
4015146919			1	1469
4015146961	4015146962,4015146965,4015146966		1	1469
4015146962	4015146963		2	
4015146963	4015146964		2	
4015146964			1	1469
4015146965	4015146967		2	
4015146966	4015146969		2	
4015146967	4015146968		1	1469
4015146968			1	1469
4015146969			1	1469
4015146999			1	1469
4015146930	4015146970		1	1469
4015146970	4015146931		1	1469
4015146931	4015146932,4015146933,4015146934,4015146935,4015146936		1	1469
4015146932	4015146937		1	1469
4015146933	4015146940		1	1469
4015146934	4015146949		1	1469
4015146935	4015146959		1	1469
4015146936	4015146919		1	1469
4015146937	4015146938		1	1469
4015146938	4015146939		1	1469
4015146939	4015146932,4015146933,4015146934,4015146935,4015146936		1	1469
4015146940	4015146941		1	1469
4015146941	4015146942,4015146943,4015146945,4015146936		1	1469
4015146942	4015146946		1	1469
4015146943	4015146947		1	1469
4015146944	4015146942,4015146943,4015146945,4015146936		1	1469
4015146945	4015146939		1	1469
4015146946	4015146944		1	1469
4015146947	4015146948		1	1469
4015146948	4015146944		1	1469
4015146949	4015146950,4015146951,4015146952,4015146953,4015146945,4015146936		1	1469
4015146950	4015146955		1	1469
4015146951	4015146956		1	1469
4015146952	4015146957		1	1469
4015146953	4015146958		1	1469
4015146954	4015146950,4015146951,4015146952,4015146953,4015146945,4015146936		1	1469
4015146955	4015146954		1	1469
4015146956	4015146954		1	1469
4015146957	4015146954		1	1469
4015146958	4015146954		1	1469
4015146959	4015146960		1	1469
4015146960	4015146939		1	1469
4015143701	4015143702,4015143703,4015143704		1	1437
4015143702	4015143705		1	1437
4015143703	4015143707		1	1437
4015143704	4015143709		1	1437
4015143705	4015143706		1	1437
4015143706	4015143702,4015143703,4015143704		1	1437
4015143707	4015143708		1	1437
4015143708	4015143702,4015143703,4015143704		1	1437
4015143709	4015143710		1	1437
4015143710			1	1437
4015143799			1	1437
4015143901	4015143902,4015143905		1	1439
4015143902	4015143906		2	
4015143903	4015143910		2	
4015143904	4015143915		2	
4015143905	4015143919		2	
4015143906	4015143907		1	1439
4015143907	4015143908		1	1439
4015143908	4015143909		1	1439
4015143909	4015143903,4015143904		1	1439
4015143910	4015143911		1	1439
4015143911	4015143912		1	1439
4015143912	4015143913		1	1439
4015143913	4015143914		1	1439
4015143914			1	1439
4015143915	4015143916		1	1439
4015143916	4015143917		1	1439
4015143917	4015143918		1	1439
4015143918			1	1439
4015143919			1	1439
4015143999			1	1439
4015144101	4015144102,4015144103,4015144104		1	1441
4015144102	4015144105		2	
4015144103	4015144108		2	
4015144104	4015144114		2	
4015144105	4015144106		1	1441
4015144106	4015144107		1	1441
4015144107	4015144102,4015144103,4015144104		1	1441
4015144108	4015144109		1	1441
4015144109	4015144110		1	1441
4015144110	4015144111		1	1441
4015144111	4015144112		1	1441
4015144112	4015144113		1	1441
4015144113	4015144102,4015144103,4015144104		1	1441
4015144114	4015144115		1	1441
4015144115			1	1441
4015144199			1	1441
4015144301	4015144302,4015144303,4015144304		1	1443
4015144302	4015144305		1	1443
4015144303	4015144307		1	1443
4015144304	4015144309		1	1443
4015144305	4015144306		1	1443
4015144306			1	1443
4015144307	4015144308		1	1443
4015144308			1	1443
4015144309	4015144310		1	1443
4015144310			1	1443
4015144399			1	1443
4015144501	4015144502,4015144503,4015144504		1	1445
4015144502	4015144505		1	1445
4015144503	4015144507		1	1445
4015144504	4015144509		1	1445
4015144505	4015144506		1	1445
4015144506			1	1445
4015144507	4015144508		1	1445
4015144508			1	1445
4015144509	4015144510		1	1445
4015144510			1	1445
4015144599			1	1445
4015144701	4015144702,4015144703,4015144704		1	1447
4015144702	4015144705		1	1447
4015144703	4015144707		1	1447
4015144704	4015144709		1	1447
4015144705	4015144706		1	1447
4015144706			1	1447
4015144707	4015144708		1	1447
4015144708			1	1447
4015144709	4015144710		1	1447
4015144710			1	1447
4015144799			1	1447
4015144901	4015144902,4015144903,4015144904		1	1449
4015144902	4015144905		1	1449
4015144903	4015144907		1	1449
4015144904	4015144909		1	1449
4015144905	4015144906		1	1449
4015144906			1	1449
4015144907	4015144908		1	1449
4015144908			1	1449
4015144909	4015144910		1	1449
4015144910			1	1449
4015144999			1	1449
4015145701	4015145702,4015145703,4015145704		1	1457
4015145702	4015145705		1	1457
4015145703	4015145707		1	1457
4015145704	4015145709		1	1457
4015145705	4015145706		1	1457
4015145706			1	1457
4015145707	4015145708		1	1457
4015145708			1	1457
4015145709	4015145710		1	1457
4015145710			1	1457
4015145799			1	1457
4015145901	4015145902,4015145903,4015145904		1	1459
4015145902	4015145905		1	1459
4015145903	4015145907		1	1459
4015145904	4015145909		1	1459
4015145905	4015145906		1	1459
4015145906			1	1459
4015145907	4015145908		1	1459
4015145908			1	1459
4015145909	4015145910		1	1459
4015145910			1	1459
4015145999			1	1459
4015145301	4015145302,4015145304,4015145305		1	1453
4015145302	4015145306	1	2	
4015145303	4015145308	1	2	
4015145304	4015145310	1	2	
4015145305	4015145312	1	2	
4015145306	4015145307		1	1453
4015145307	4015145303		1	1453
4015145308	4015145309		1	1453
4015145309	4015145302,4015145304,4015145305		1	1453
4015145310	4015145311		1	1453
4015145311	4015145302,4015145304,4015145305		1	1453
4015145312			1	1453
4015145399			1	1453
4015145101	4015145102,4015145104		1	1451
4015145102	4015145105	1	2	
4015145103	4015145108	1	2	
4015145104	4015145111	1	2	
4015145105	4015145106		1	1451
4015145106	4015145107		1	1451
4015145107	4015145103		1	1451
4015145108	4015145109		1	1451
4015145109	4015145110		1	1451
4015145110			1	1451
4015145111			1	1451
4015145199			1	1451
4015145501	4015145502,4015145503,4015145504,4015145505		1	1455
4015145502	4015145506		1	1455
4015145503	4015145508		1	1455
4015145504	4015145511		1	1455
4015145505	4015145513		1	1455
4015145506	4015145507		1	1455
4015145507			1	1455
4015145508	4015145509		1	1455
4015145509	4015145510		1	1455
4015145510			1	1455
4015145511	4015145512		1	1455
4015145512			1	1455
4015145513			1	1455
4015145599			1	1455
4015146101	4015146102,4015146105		1	1461
4015146102	4015146106		1	1461
4015146103	4015146109		1	1461
4015146104	4015146111		1	1461
4015146105	4015146114		1	1461
4015146106	4015146107		1	1461
4015146107	4015146108		1	1461
4015146108	4015146103,4015146104		1	1461
4015146109	4015146110		1	1461
4015146110			1	1461
4015146111	4015146112		1	1461
4015146112	4015146113		1	1461
4015146113			1	1461
4015146114			1	1461
4015146199			1	1461
4015146301	4015146304,4015146305		1	1463
4015146302	4015146306		2	
4015146303	4015146308		2	
4015146304	4015146311		2	
4015146305	4015146313		2	
4015146306	4015146307		1	1463
4015146307			1	1463
4015146308	4015146309		1	1463
4015146309	4015146310		1	1463
4015146310			1	1463
4015146311	4015146312		1	1463
4015146312	4015146302,4015146303		1	1463
4015146313			1	1463
4015146399			1	1463
4015146501	4015146502,4015146503,4015146504		1	1465
4015146502	4015146505		1	1465
4015146503	4015146507		1	1465
4015146504	4015146513		1	1465
4015146505	4015146506		1	1465
4015146506	4015146502,4015146503,4015146504		1	1465
4015146507	4015146508		1	1465
4015146508	4015146509		1	1465
4015146509	4015146510		1	1465
4015146510	4015146511		1	1465
4015146511	4015146512		1	1465
4015146512	4015146502,4015146503,4015146504		1	1465
4015146513			1	1465
4015146599			1	1465
4015147101	4015147102,4015147105		1	1471
4015147102	4015147106	1	2	
4015147103	4015147108	1	2	
4015147104	4015147114	1	2	
4015147105	4015147117		1	1471
4015147106	4015147107		1	1471
4015147107	4015147103,4015147104		1	1471
4015147108	4015147109		1	1471
4015147109	4015147110		1	1471
4015147110	4015147111		1	1471
4015147111	4015147112		1	1471
4015147112	4015147113		1	1471
4015147113			1	1471
4015147114	4015147115		1	1471
4015147115	4015147116		1	1471
4015147116			1	1471
4015147117			1	1471
4015147199			1	1471
4015147301	4015147302,4015147305		1	1473
4015147302	4015147306		1	1473
4015147303	4015147308		1	1473
4015147304	4015147314		1	1473
4015147305	4015147317		1	1473
4015147306	4015147307		1	1473
4015147307	4015147303,4015147304		1	1473
4015147308	4015147309		1	1473
4015147309	4015147310		1	1473
4015147310	4015147311		1	1473
4015147311	4015147312		1	1473
4015147312	4015147313		1	1473
4015147313			1	1473
4015147314	4015147315		1	1473
4015147315	4015147316		1	1473
4015147316			1	1473
4015147317			1	1473
4015147399			1	1473
4015147501	4015147502,4015147503,4015147504		1	1475
4015147502	4015147505		1	1475
4015147503	4015147507		1	1475
4015147504	4015147511		1	1475
4015147505	4015147506		1	1475
4015147506	4015147502,4015147503,4015147504		1	1475
4015147507	4015147508		1	1475
4015147508	4015147509		1	1475
4015147509	4015147510		1	1475
4015147510	4015147502,4015147503,4015147504		1	1475
4015147511			1	1475
4015147599			1	1475
4015147701	4015147702,4015147703,4015147704		1	1477
4015147702	4015147705		1	1477
4015147703	4015147707		1	1477
4015147704	4015147711		1	1477
4015147705	4015147706		1	1477
4015147706			1	1477
4015147707	4015147708		1	1477
4015147708	4015147709		1	1477
4015147709	4015147710		1	1477
4015147710			1	1477
4015147711			1	1477
4015147799			1	1477
4015148001			1	1479
4015148002			1	1479
4015148003			1	1479
4015148005			2	
4015148006	4015148007		1	1479
4015148007	4015148008		1	1479
4015148008	4015148009		1	1479
4015148009			1	1479
4015148010			2	
4015148011	4015148012		1	1479
4015148012	4015148013		1	1479
4015148013	4015148014		1	1479
4015148014			1	1479
4015148015			2	
4015148016	4015148017		1	1479
4015148017	4015148018		1	1479
4015148018	4015148019		1	1479
4015148019			1	1479
4015148020			2	
4015148021			1	1479
4012000201	4012000202,4012000214		1	20002
4012000202	4012000203		2	
4012000203	4012000204		1	20002
4012000204	4012000205		1	20002
4012000205	4012000206,4012000210		1	20002
4012000206	4012000207		2	
4012000207	4012000208		1	20002
4012000208	4012000209		1	20002
4012000209			1	20002
4012000210	4012000211		2	
4012000211	4012000212		1	20002
4012000212	4012000213		1	20002
4012000213			1	20002
4012000214	4012000215		2	
4012000215	4012000216		1	20002
4012000216			1	20002
4020001			2	
4020101	4020102		2	
4020102	4020103		1	1151
4020103			2	
4020201			1	1151
4020301	4020302		1	1151
4020302	4020303		1	1151
4020303	4020304		2	
4020304	4020305		1	1151
4020305	4020306		2	
4020306	4020307		1	1151
4020307			2	
4020401			1	1151
4020501	4020502		2	
4020502	4020503		1	1151
4020503	4020504		1	1151
4020504			1	1151
4031001			1	1103
4030001			2	
4030101			1	1105
4030201	4030202		2	
4030202			1	1105
4030301			1	1105
4030401			1	1105
4030501			1	1105
4045001	4045002		1	1002
4045002	4045003		1	1005
4045003			1	1002
4045101	4045102		2	
4045102	4045103		1	1002
4045103			1	1005
4045201	4045202		2	
4045202	4045203		1	1002
4045203			1	1005
4045301	4045302		1	1002
4045302	4045303		1	1005
4045303			1	1002
4045401	4045402		2	
4045402	4045403		1	1002
4045403	4045404		1	1005
4045404	4045405		1	1002
4045405	4045406		1	1005
4045406			1	1002
4045501	4045502		2	
4045502	4045503		1	1002
4045503			1	1005
4045601	4045602		2	
4045602			1	1002
4045701	4045702		2	
4045702			1	1002
4045801			1	1002
4040101			2	
4040201	4040202		1	1002
4040202	4040203		2	
4040203	4040204		1	1002
4040204			1	1002
4040205			1	1002
4040301	4040302		2	
4040302			1	1002
4040401			1	1002
4040501			1	1002
4040601	4040602		1	1002
4040602			1	1002
4040701			2	
4040801			1	1002
4040802			1	1002
4040901	4040902		2	
4040902			1	1002
4041001			1	1002
4041101			1	1002
4041201	4041202		1	1002
4041202			1	1005
4041301			2	
4041401			2	
4041501	4041502		1	1002
4041502	4041503		1	1002
4041503	4041504		2	
4041504	4041505		1	1002
4041505	4041506		1	1002
4041506	4041507		1	1005
4041507	4041508		1	1002
4041508	4041509		2	
4041509			1	1002
4050101	4050102		1	1002
4050102	4050103		1	1002
4050103			1	1002
4050201	4050202		2	
4050202			1	1002
4050301			1	1002
4050401			1	1002
4050501			1	1002
4060101			2	
4060201	4060202		1	1002
4060202			1	1002
4060301	4060302		2	
4060302			1	1002
4060303			1	1002
4060401			1	1002
4060501			1	1002
4060601	4060602		1	1002
4060602			1	1002
4070101	4070102		1	1105
4070102			1	1105
4070201		1	2	
4070301			1	1105
4070401			1	1105
4070501			1	1105
4080101	4080102		1	1116
4080102	4080103		1	1116
4080103	4080104		1	1116
4080104			1	1116
4080201	4080202		2	
4080202	4080203		1	1116
4080203			1	1116
4080301	4080302		2	
4080302	4080303		1	1116
4080303			1	1116
4080401	4080402		2	
4080402			1	1116
4080501	4080502		2	
4080502			1	1116
4080601			1	1116
4080701			1	1116
4080801			1	1116
4080901			2	
4081001			1	1116
4081101			1	1116
4090101			2	
4090201	4090202		1	1117
4090202			1	1117
4090301	4090302		2	
4090302			1	1117
4090401			1	1117
4090501			1	1117
4090601			1	1117
4090701	4090702		2	
4090702			1	1117
4090801	4090802		2	
4090802			1	1117
4100101	4100102		1	1118
4100102	4100103		1	1118
4100103			1	1118
4100201	4100202		2	
4100202			1	1118
4100301	4100302		2	
4100302			1	1118
4100401	4100402		2	
4100402			1	1118
4100501			2	
4100601	4100602		2	
4100602			1	1118
4100701			1	1118
4100801	4100802		2	
4100802	4100803		1	1118
4100803			2	
4100901	4100902		1	1119
4100902	4100903		1	1119
4100903	4100904		2	
4100904	4100905		1	1119
4100905	4100906		2	
4100906	4100907		1	1119
4100907	4100908		2	
4100908	4100909		1	1119
4100909			1	1119
4110101			2	
4110201	4110202		1	1006
4110202	4110203		2	
4110203	4110204		1	1006
4110204	4110205		2	
4110205	4110206		1	1006
4110206	4110207		2	
4110207			1	1006
4110301	4110302		2	
4110302			1	1006
4110401			1	1006
4110501	4110502		2	
4110502	4110503		1	1007
4110503	4110504		1	1007
4110504	4110505		1	1007
4110505	4110506		2	
4110506	4110507		1	1007
4110507	4110508		2	
4110508			1	1007
4110601			1	1007
4110701	4110702		2	
4110702			1	1007
4110801			1	1007
4110901	4110902		1	1006
4110902	4110903		2	
4110903	4110904		1	1006
4110904			1	1006
4111001	4111002		1	1005
4111002			1	1005
4111101	4111102		1	1006
4111102	4111103		2	
4111103	4111104		1	1006
4111104	4111105		2	
4111105			1	1005
4111201	4111202		2	
4111202	4111203		1	1007
4111203	4111204		2	
4111204	4111205		1	1007
4111205	4111206		1	1007
4111206	4111207		2	
4111207			1	1007
4111301	4111302		2	
4111302	4111303		1	1006
4111303	4111304		2	
4111304	4111305		1	1006
4111305	4111306		1	1006
4111306	4111307		1	1006
4111307	4111308		1	1006
4111308	4111309		2	
4111309			1	1006
4111401	4111402		1	1006
4111402	4111403		2	
4111403			1	1006
4111501	4111502		1	1107
4111502	4111503		2	
4111503	4111504		1	1107
4111504	4111505		1	1006
4111505	4111506		1	1107
4111506	4111507		1	1107
4111507	4111508		2	
4111508	4111509		1	1006
4111509	4111510		2	
4111510	4111511		1	1107
4111511			1	1006
4111601	4111602		2	
4111602	4111603		2	
4111603	4111604		1	1006
4111604	4111605		1	1006
4111605	4111606		2	
4111606			1	1006
4111701	4111702		1	1006
4111702			2	
4111801	4111802		1	1005
4111802	4111803		1	1005
4111803			1	1005
4120101	4120102		1	1004
4120102	4120103		1	1005
4120103	4120104		1	1004
4120104	4120105		1	1005
4120105			1	1004
4120201	4120202		2	
4120202			1	1004
4120301			2	
4120401			1	1004
4120501	4120502		1	1004
4120502	4120503		1	1005
4120503	4120504		1	1004
4120504	4120505		1	1005
4120505			1	1004
4120601	4120602		1	1004
4120602	4120603		1	1005
4120603	4120604		1	1004
4120604	4120605		1	1005
4120605	4120606		1	1004
4120606	4120607		1	1004
4120607	4120608		1	1004
4120608			1	1004
4120701			2	
4120801			2	
4120901			1	1004
4121001	4121002		1	1004
4121002	4121003		1	1005
4121003			1	1004
4121101			1	1004
4121201	4121202		1	1004
4121202	4121203		1	1004
4121203			1	1005
4121301	4121302		2	
4121302	4121303		1	1004
4121303			1	1005
4121401	4121402		2	
4121402	4121403		1	1004
4121403			1	1005
4121501	4121502		1	1004
4121502	4121503		1	1005
4121503	4121504		1	1004
4121504	4121505		1	1005
4121505	4121506		1	1004
4121506	4121507		1	1005
4121507			1	1004
4121601			2	
4121701			2	
4121801			1	1004
4121901	4121902		1	1004
4121902	4121903		1	1005
4121903	4121904		1	1004
4121904	4121905		1	1005
4121905			1	1004
4122001	4122002		1	1004
4122002			1	1005
4122101	4122102		2	
4122102			1	1004
4122201	4122202		2	
4122202	4122203		1	1004
4122203			1	1004
4122301	4122302		1	1005
4122302	4122303		1	1004
4122303	4122304		1	1005
4122304	4122305		1	1004
4122305	4122306		1	1005
4122306			1	1004
4122401	4122402		1	1002
4122402	4122403		1	1004
4122403	4122404		1	1005
4122404	4122405		1	1002
4122405	4122406		1	1004
4122406			1	1002
4122501	4122502		2	
4122502	4122503		1	1002
4122503			1	1005
4122601	4122602		2	
4122602	4122603		1	1002
4122603			1	1005
4122701	4122702		1	1004
4122702	4122703		1	1002
4122703			1	1004
4122801			2	
4122901			2	
4123001			1	1004
4123101	4123102		1	1004
4123102	4123103		1	1002
4123103	4123104		1	1005
4123104	4123105		1	1002
4123105			1	1004
4123201	4123202		1	1004
4123202	4123203		1	1005
4123203	4123204		1	1004
4123204			1	1004
4130101	4130102		2	
4130102	4130103		1	1007
4130103	4130104		1	1007
4130104	4130105		1	1007
4130105			1	1007
4130201	4130202		1	1008
4130202	4130203		2	
4130203	4130204		1	1008
4130204	4130205		1	1008
4130205	4130206		2	
4130206			1	1008
4130301	4130302		1	1008
4130302	4130303		2	
4130303	4130304		1	1008
4130304	4130305		1	1005
4130305	4130306		1	1008
4130306	4130307		2	
4130307	4130308		1	1008
4130308	4130309		1	1008
4130309			1	1005
4130401	4130402		1	1108
4130402			1	1008
4130501	4130502		1	1005
4130502			1	1005
4130601	4130602		1	1008
4130602	4130603		1	1005
4130603	4130604		1	1008
4130604			2	
4130701	4130702		1	1109
4130702	4130703		1	1008
4130703	4130704		2	
4130704	4130705		1	1008
4130705	4130706		1	1109
4130706			1	1008
4130801			1	1109
4130901	4130902		1	1005
4130902			1	1008
4131001	4131002		2	
4131002	4131003		1	1008
4131003	4131004		2	
4131004			1	1008
4131101	4131102		1	1007
4131102	4131103		1	1007
4131103			1	1007
4132101	4132102		1	1110
4132102			1	1110
4132201	4132202		1	1111
4132202	4132203		1	1111
4132203			1	1111
4132301	4132302		1	1112
4132302	4132303		1	1112
4132303			1	1112
4132401			1	1109
4132501	4132502		1	1008
4132502	4132503		1	1008
4132503			1	1008
4140101	4140102		1	1001
4140102	4140103		1	1005
4140103	4140104		1	1001
4140104	4140105		1	1005
4140105	4140106		1	1001
4140106			1	1001
4140201	4140202		2	
4140202			1	1001
4140301	4140302		2	
4140302			1	1001
4140401	4140402		1	1001
4140402	4140403		1	1001
4140403	4140404		1	1005
4140404	4140405		1	1001
4140405	4140406		1	1001
4140406			1	1001
4140501	4140502		2	
4140502			1	1001
4140601	4140602		2	
4140602			1	1001
4140701	4140702		1	1001
4140702	4140703		1	1001
4140703	4140704		1	1005
4140704	4140705		1	1001
4140705	4140706		1	1001
4140706	4140707		1	1001
4140707			1	1005
4140801			2	
4140901			2	
4141001	4141002		1	1001
4141002	4141003		1	1001
4141003	4141004		1	1001
4141004	4141005		1	1001
4141005	4141006		1	1005
4141006	4141007		1	1001
4141007	4141008		1	1001
4141008	4141009		1	1001
4141009	4141010		1	1001
4141010	4141011		1	1001
4141011	4141012		1	1001
4141012	4141013		1	1001
4141013	4141014		1	1001
4141014	4141015		1	1001
4141015			1	1001
4144701	4144702		1	1001
4144702	4144703		1	1001
4144703	4144704		1	1001
4144704	4144705		1	1005
4144705	4144706		2	
4144706			1	1005
4144801			2	
4144901			2	
4145001			1	1005
4145101	4145102		2	
4145102			1	1001
4141101			2	
4141201			2	
4141301	4141302		1	1001
4141302			1	1005
4141401			1	1005
4141501			1	1001
4141601			1	1001
4141701			2	
4141801			2	
4141901	4141902		1	1001
4141902	4141903		1	1005
4141903	4141904		1	1001
4141904	4141905		1	1005
4141905	4141906		1	1001
4141906	4141907		1	1005
4141907	4141908		1	1001
4141908	4141909		1	1005
4141909	4141910		1	1001
4141910	4141911		1	1001
4141911	4141912		1	1001
4141912	4141913		1	1001
4141913			1	1001
4142001	4142002		2	
4142002			1	1001
4142101	4142102		2	
4142102			1	1001
4142201			1	1001
4145201	4145202		1	1001
4145202	4145203		1	1001
4145203	4145204		1	1001
4145204			1	1001
4145301			2	
4145401			2	
4145501			1	1005
4142401			1	1005
4142501			1	1001
4142601			1	1001
4142701			2	
4142801			2	
4142901			2	
4143001	4143002		1	1001
4143002	4143003		1	1001
4143003			1	1001
4143101			2	
4143201			2	
4143301	4143302		1	1001
4143302	4143303		1	1001
4143303	4143304		1	1005
4143304			1	1001
4145601	4145602		1	1001
4145602	4145603		1	1001
4145603	4145604		1	1001
4145604	4145605		1	1001
4145605			1	1001
4145701			2	
4145801			2	
4145901			1	1005
4143501	4143502		1	1001
4143502	4143503		1	1005
4143503			1	1001
4143601			1	1005
4143701			2	
4143801			2	
4143901			1	1005
4144001	4144002		1	1001
4144002	4144003		1	1005
4144003	4144004		1	1001
4144004	4144005		1	1001
4144005	4144006		1	1005
4144006	4144007		1	1001
4144007	4144008		1	1005
4144008			1	1001
4144101			2	
4144201			2	
4144301	4144302		1	1001
4144302			1	1001
4144401			2	
4144501			2	
4144601			1	1001
4150101			1	1130
4150201			2	
4150301	4150302		2	
4150302			1	1130
4150401			1	1130
4150501			1	1130
4150601			1	1130
4150602			1	1005
4150603			1	1005
4180201	4180210,4180211		1	1216
4180210	4180220		2	
4180211			2	
4180220	4180221		1	1216
4180221	4180222		1	1216
4180222	4180223		1	1216
4180223	4180224		1	1216
4180224	4180225		1	1216
4180225	4180226		1	1216
4180226	4180227		1	1216
4180227	4180230,4180231,4180232		1	1216
4180230	4180240		2	
4180231	4180260		2	
4180232			2	
4180240	4180241		1	1216
4180241	4180242		1	1216
4180242	4180243		1	1216
4180243	4180250,4180251,4180252		1	1216
4180250	4180260		2	
4180251	4180260		2	
4180252			2	
4180260	4180261		1	1216
4180261	4180262		1	1216
4180262	4180263		1	1216
4180263	4180264		1	1216
4180264	4180265		1	1216
4180265	4180268,4180269		1	1216
4180268	4180270		2	
4180269			2	
4180270	4180271		1	1216
4180271	4180272		1	1216
4180272	4180273		1	1216
4180273	4180274		1	1216
4180274	4180275,4180276		1	1216
4180275	4180280		2	
4180276			2	
4180280	4180281		1	1216
4180281	4180282		1	1216
4180282	4180283		1	1216
4180283	4180284		1	1216
4180284	4180285		1	1216
4180285	4180286		1	1216
4180286	4180287		1	1216
4180287	4180288		1	1216
4180288			1	1216
4240101			1	1220
4240201			2	
4240301	4240302		2	
4240302	4240303		1	1220
4240303			1	1220
4240401			1	1220
4240501			1	1220
4240601			1	1220
4240602			1	1005
4240603			1	1005
4240701	4240702		2	
4240702	4240703,4240705,4240707		1	1221
4240703	4240704		2	
4240704	4240705,4240707		1	1221
4240705	4240706		2	
4240706			1	1221
4240707	4240708		2	
4240708			1	1221
4240801	4240802		2	
4240802	4240803,4240805,4240807		1	1222
4240803	4240804		2	
4240804	4240805,4240807		1	1222
4240805	4240806		2	
4240806			1	1222
4240807	4240808		2	
4240808			1	1222
4240901	4240902		2	
4240902	4240903,4240905,4240907		1	1223
4240903	4240904		2	
4240904	4240905,4240907		1	1223
4240905	4240906		2	
4240906			1	1223
4240907	4240908		2	
4240908			1	1223
4241001	4241002		2	
4241002	4241003,4241005,4241007		1	1224
4241003	4241004		2	
4241004	4241005,4241007		1	1224
4241005	4241006		2	
4241006			1	1224
4241007	4241008		2	
4241008			1	1224
4241101	4241102		2	
4241102	4241103,4241105,4241107		1	1225
4241103	4241104		2	
4241104	4241105,4241107		1	1225
4241105	4241106		2	
4241106			1	1225
4241107	4241108		2	
4241108			1	1225
4241201	4241202		2	
4241202	4241203,4241205,4241207		1	1226
4241203	4241204		2	
4241204	4241205,4241207		1	1226
4241205	4241206		2	
4241206			1	1226
4241207	4241208		2	
4241208			1	1226
4241301	4241302		2	
4241302	4241303,4241305,4241307		1	1227
4241303	4241304		2	
4241304	4241305,4241307		1	1227
4241305	4241306		2	
4241306			1	1227
4241307	4241308		2	
4241308			1	1227
4241401	4241402		2	
4241402	4241403,4241405,4241407		1	1228
4241403	4241404		2	
4241404	4241405,4241407		1	1228
4241405	4241406		2	
4241406			1	1228
4241407	4241408		2	
4241408			1	1228
4241501	4241502		2	
4241502	4241503,4241505,4241507		1	1229
4241503	4241504		2	
4241504	4241505,4241507		1	1229
4241505	4241506		2	
4241506			1	1229
4241507	4241508		2	
4241508			1	1229
4241601	4241602		2	
4241602	4241603,4241605,4241607		1	1230
4241603	4241604		2	
4241604	4241605,4241607		1	1230
4241605	4241606		2	
4241606			1	1230
4241607	4241608		2	
4241608			1	1230
4241701	4241702		2	
4241702	4241703,4241705,4241707		1	1231
4241703	4241704		2	
4241704	4241705,4241707		1	1231
4241705	4241706		2	
4241706			1	1231
4241707	4241708		2	
4241708			1	1231
4241801	4241802,4241803		2	
4241802	4241804		2	
4241803			2	
4241804			2	
4241901	4241902,4241903		2	
4241902	4241904		2	
4241903			2	
4241904			2	
4242001	4242002,4242003		2	
4242002	4242004		2	
4242003			2	
4242004			2	
4242101	4242102,4242103		2	
4242102	4242104		2	
4242103			2	
4242104			2	
4242201	4242202,4242203		2	
4242202	4242204		2	
4242203			2	
4242204			2	
4242301			2	
4242401			2	
4242501			2	
4242601			2	
4242701			2	
4250201			1	1160
4250202			2	
4250203			2	
4250301			1	1160
4250302			2	
4250303			2	
4270201			1	1002
4270202			2	
4270203			2	
4270401			1	1002
4270402			2	
4270403			2	
4260101	4260102,4260105,4260110,4260118		1	1005
4260102	4260103		2	
4260103	4260104		1	1005
4260104	4260117		1	1005
4260105	4260106		2	
4260106	4260107		1	1005
4260107	4260108		1	1005
4260108	4260109		1	1005
4260109	4260117		1	1005
4260110	4260111		2	
4260111	4260112		1	1005
