ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	圣遗物类别	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	突破等级上限	基础转化经验
71442	3	1	10	70600044	0		1	4	4000	401	2	14001	3	4610
71443	3	1	10	70600044	0		1	4	4000	401	3	14001	3	5130
71444	3	1	10	70600044	0	0	1	4	4000	401	4	14001	3	5700
71450	3	1	10	70600044	0	8	3	4	1000	401	0	14001	3	3730
71451	3	1	10	70600044	0	8	3	4	1000	401	1	14001	3	4150
71452	3	1	10	70600044	0	8	3	4	1000	401	2	14001	3	4610
71453	3	1	10	70600044	0	8	3	4	1000	401	3	14001	3	5130
71454	3	1	10	70600044	0	8	3	4	1000	401	4	14001	3	5700
72410	3	1	10	70600044	0	12	4	4	5000	401	0	14002	3	3730
72411	3	1	10	70600044	0	12	4	4	5000	401	1	14002	3	4150
72412	3	1	10	70600044	0	12	4	4	5000	401	2	14002	3	4610
72413	3	1	10	70600044	0	12	4	4	5000	401	3	14002	3	5130
72414	3	1	10	70600044	0	12	4	4	5000	401	4	14002	3	5700
72420	3	1	10	70600044	0	0	5	4	2000	401	0	14002	3	3730
72421	3	1	10	70600044	0	0	5	4	2000	401	1	14002	3	4150
72422	3	1	10	70600044	0	0	5	4	2000	401	2	14002	3	4610
72423	3	1	10	70600044	0		5	4	2000	401	3	14002	3	5130
72424	3	1	10	70600044	0		5	4	2000	401	4	14002	3	5700
72430	3	1	10	70600044	0	10	2	4	3000	401	0	14002	3	3730
72431	3	1	10	70600044	0	10	2	4	3000	401	1	14002	3	4150
72432	3	1	10	70600044	0	10	2	4	3000	401	2	14002	3	4610
72433	3	1	10	70600044	0	10	2	4	3000	401	3	14002	3	5130
72434	3	1	10	70600044	0	0	2	4	3000	401	4	14002	3	5700
72440	3	1	10	70600044	0	0	1	4	4000	401	0	14002	3	3730
72441	3	1	10	70600044	0		1	4	4000	401	1	14002	3	4150
72442	3	1	10	70600044	0		1	4	4000	401	2	14002	3	4610
72443	3	1	10	70600044	0		1	4	4000	401	3	14002	3	5130
72444	3	1	10	70600044	0	0	1	4	4000	401	4	14002	3	5700
72450	3	1	10	70600044	0	8	3	4	1000	401	0	14002	3	3730
72451	3	1	10	70600044	0	8	3	4	1000	401	1	14002	3	4150
72452	3	1	10	70600044	0	8	3	4	1000	401	2	14002	3	4610
72453	3	1	10	70600044	0	8	3	4	1000	401	3	14002	3	5130
72454	3	1	10	70600044	0	8	3	4	1000	401	4	14002	3	5700
73410	3	1	10	70600044	0	12	4	4	5000	401	0	14003	3	3730
73411	3	1	10	70600044	0	12	4	4	5000	401	1	14003	3	4150
73412	3	1	10	70600044	0	12	4	4	5000	401	2	14003	3	4610
73413	3	1	10	70600044	0	12	4	4	5000	401	3	14003	3	5130
73414	3	1	10	70600044	0	12	4	4	5000	401	4	14003	3	5700
73420	3	1	10	70600044	0	0	5	4	2000	401	0	14003	3	3730
73421	3	1	10	70600044	0	0	5	4	2000	401	1	14003	3	4150
73422	3	1	10	70600044	0	0	5	4	2000	401	2	14003	3	4610
73423	3	1	10	70600044	0		5	4	2000	401	3	14003	3	5130
73424	3	1	10	70600044	0		5	4	2000	401	4	14003	3	5700
73430	3	1	10	70600044	0	10	2	4	3000	401	0	14003	3	3730
73431	3	1	10	70600044	0	10	2	4	3000	401	1	14003	3	4150
73432	3	1	10	70600044	0	10	2	4	3000	401	2	14003	3	4610
73433	3	1	10	70600044	0	10	2	4	3000	401	3	14003	3	5130
73434	3	1	10	70600044	0	0	2	4	3000	401	4	14003	3	5700
73440	3	1	10	70600044	0	0	1	4	4000	401	0	14003	3	3730
73441	3	1	10	70600044	0		1	4	4000	401	1	14003	3	4150
73442	3	1	10	70600044	0		1	4	4000	401	2	14003	3	4610
73443	3	1	10	70600044	0		1	4	4000	401	3	14003	3	5130
73444	3	1	10	70600044	0	0	1	4	4000	401	4	14003	3	5700
73450	3	1	10	70600044	0	8	3	4	1000	401	0	14003	3	3730
73451	3	1	10	70600044	0	8	3	4	1000	401	1	14003	3	4150
73452	3	1	10	70600044	0	8	3	4	1000	401	2	14003	3	4610
73453	3	1	10	70600044	0	8	3	4	1000	401	3	14003	3	5130
73454	3	1	10	70600044	0	8	3	4	1000	401	4	14003	3	5700
74410	3	1	10	70600044	0	12	4	4	5000	401	0	14004	3	3730
74411	3	1	10	70600044	0	12	4	4	5000	401	1	14004	3	4150
74412	3	1	10	70600044	0	12	4	4	5000	401	2	14004	3	4610
74413	3	1	10	70600044	0	12	4	4	5000	401	3	14004	3	5130
74414	3	1	10	70600044	0	12	4	4	5000	401	4	14004	3	5700
74420	3	1	10	70600044	0	0	5	4	2000	401	0	14004	3	3730
74421	3	1	10	70600044	0	0	5	4	2000	401	1	14004	3	4150
74422	3	1	10	70600044	0	0	5	4	2000	401	2	14004	3	4610
74423	3	1	10	70600044	0		5	4	2000	401	3	14004	3	5130
74424	3	1	10	70600044	0		5	4	2000	401	4	14004	3	5700
74430	3	1	10	70600044	0	10	2	4	3000	401	0	14004	3	3730
74431	3	1	10	70600044	0	10	2	4	3000	401	1	14004	3	4150
74432	3	1	10	70600044	0	10	2	4	3000	401	2	14004	3	4610
74433	3	1	10	70600044	0	10	2	4	3000	401	3	14004	3	5130
74434	3	1	10	70600044	0	0	2	4	3000	401	4	14004	3	5700
74440	3	1	10	70600044	0	0	1	4	4000	401	0	14004	3	3730
74441	3	1	10	70600044	0		1	4	4000	401	1	14004	3	4150
74442	3	1	10	70600044	0		1	4	4000	401	2	14004	3	4610
74443	3	1	10	70600044	0		1	4	4000	401	3	14004	3	5130
74444	3	1	10	70600044	0	0	1	4	4000	401	4	14004	3	5700
74450	3	1	10	70600044	0	8	3	4	1000	401	0	14004	3	3730
74451	3	1	10	70600044	0	8	3	4	1000	401	1	14004	3	4150
74452	3	1	10	70600044	0	8	3	4	1000	401	2	14004	3	4610
74453	3	1	10	70600044	0	8	3	4	1000	401	3	14004	3	5130
74454	3	1	10	70600044	0	8	3	4	1000	401	4	14004	3	5700
75510	3	1	10	70600045	0	12	4	5	5000	501	0	15001	4	4360
75511	3	1	10	70600045	0	12	4	5	5000	501	1	15001	4	4840
75512	3	1	10	70600045	0	12	4	5	5000	501	2	15001	4	5380
75513	3	1	10	70600045	0	12	4	5	5000	501	3	15001	4	5980
75514	3	1	10	70600045	0	12	4	5	5000	501	4	15001	4	6650
75520	3	1	10	70600045	0	10	5	5	2000	501	0	15001	4	4360
75521	3	1	10	70600045	0	10	5	5	2000	501	1	15001	4	4840
75522	3	1	10	70600045	0	10	5	5	2000	501	2	15001	4	5380
75523	3	1	10	70600045	0	10	5	5	2000	501	3	15001	4	5980
75524	3	1	10	70600045	0	10	5	5	2000	501	4	15001	4	6650
75530	3	1	10	70600045	0	10	2	5	3000	501	0	15001	4	4360
75531	3	1	10	70600045	0	10	2	5	3000	501	1	15001	4	4840
75532	3	1	10	70600045	0	10	2	5	3000	501	2	15001	4	5380
75533	3	1	10	70600045	0	10	2	5	3000	501	3	15001	4	5980
75534	3	1	10	70600045	0	10	2	5	3000	501	4	15001	4	6650
75540	3	1	10	70600045	0	10	1	5	4000	501	0	15001	4	4360
75541	3	1	10	70600045	0	10	1	5	4000	501	1	15001	4	4840
75542	3	1	10	70600045	0	10	1	5	4000	501	2	15001	4	5380
75543	3	1	10	70600045	0	10	1	5	4000	501	3	15001	4	5980
75544	3	1	10	70600045	0	10	1	5	4000	501	4	15001	4	6650
75550	3	1	10	70600045	0	8	3	5	1000	501	0	15001	4	4360
75551	3	1	10	70600045	0	8	3	5	1000	501	1	15001	4	4840
75552	3	1	10	70600045	0	8	3	5	1000	501	2	15001	4	5380
75553	3	1	10	70600045	0	8	3	5	1000	501	3	15001	4	5980
75554	3	1	10	70600045	0	8	3	5	1000	501	4	15001	4	6650
76510	3	1	10	70600045	0	12	4	5	5000	501	0	15002	4	4360
76511	3	1	10	70600045	0	12	4	5	5000	501	1	15002	4	4840
76512	3	1	10	70600045	0	12	4	5	5000	501	2	15002	4	5380
76513	3	1	10	70600045	0	12	4	5	5000	501	3	15002	4	5980
76514	3	1	10	70600045	0	12	4	5	5000	501	4	15002	4	6650
76520	3	1	10	70600045	0	10	5	5	2000	501	0	15002	4	4360
76521	3	1	10	70600045	0	10	5	5	2000	501	1	15002	4	4840
76522	3	1	10	70600045	0	10	5	5	2000	501	2	15002	4	5380
76523	3	1	10	70600045	0	10	5	5	2000	501	3	15002	4	5980
76524	3	1	10	70600045	0	10	5	5	2000	501	4	15002	4	6650
76530	3	1	10	70600045	0	10	2	5	3000	501	0	15002	4	4360
76531	3	1	10	70600045	0	10	2	5	3000	501	1	15002	4	4840
76532	3	1	10	70600045	0	10	2	5	3000	501	2	15002	4	5380
76533	3	1	10	70600045	0	10	2	5	3000	501	3	15002	4	5980
76534	3	1	10	70600045	0	10	2	5	3000	501	4	15002	4	6650
76540	3	1	10	70600045	0	10	1	5	4000	501	0	15002	4	4360
76541	3	1	10	70600045	0	10	1	5	4000	501	1	15002	4	4840
76542	3	1	10	70600045	0	10	1	5	4000	501	2	15002	4	5380
76543	3	1	10	70600045	0	10	1	5	4000	501	3	15002	4	5980
76544	3	1	10	70600045	0	10	1	5	4000	501	4	15002	4	6650
76550	3	1	10	70600045	0	8	3	5	1000	501	0	15002	4	4360
76551	3	1	10	70600045	0	8	3	5	1000	501	1	15002	4	4840
76552	3	1	10	70600045	0	8	3	5	1000	501	2	15002	4	5380
76553	3	1	10	70600045	0	8	3	5	1000	501	3	15002	4	5980
76554	3	1	10	70600045	0	8	3	5	1000	501	4	15002	4	6650
77510	3	1	10	70600045	0	12	4	5	5000	501	0	15003	4	4360
77511	3	1	10	70600045	0	12	4	5	5000	501	1	15003	4	4840
77512	3	1	10	70600045	0	12	4	5	5000	501	2	15003	4	5380
77513	3	1	10	70600045	0	12	4	5	5000	501	3	15003	4	5980
77514	3	1	10	70600045	0	12	4	5	5000	501	4	15003	4	6650
77520	3	1	10	70600045	0	10	5	5	2000	501	0	15003	4	4360
77521	3	1	10	70600045	0	10	5	5	2000	501	1	15003	4	4840
77522	3	1	10	70600045	0	10	5	5	2000	501	2	15003	4	5380
77523	3	1	10	70600045	0	10	5	5	2000	501	3	15003	4	5980
77524	3	1	10	70600045	0	10	5	5	2000	501	4	15003	4	6650
77530	3	1	10	70600045	0	10	2	5	3000	501	0	15003	4	4360
77531	3	1	10	70600045	0	10	2	5	3000	501	1	15003	4	4840
77532	3	1	10	70600045	0	10	2	5	3000	501	2	15003	4	5380
77533	3	1	10	70600045	0	10	2	5	3000	501	3	15003	4	5980
77534	3	1	10	70600045	0	10	2	5	3000	501	4	15003	4	6650
77540	3	1	10	70600045	0	10	1	5	4000	501	0	15003	4	4360
77541	3	1	10	70600045	0	10	1	5	4000	501	1	15003	4	4840
77542	3	1	10	70600045	0	10	1	5	4000	501	2	15003	4	5380
77543	3	1	10	70600045	0	10	1	5	4000	501	3	15003	4	5980
77544	3	1	10	70600045	0	10	1	5	4000	501	4	15003	4	6650
77550	3	1	10	70600045	0	8	3	5	1000	501	0	15003	4	4360
77551	3	1	10	70600045	0	8	3	5	1000	501	1	15003	4	4840
77552	3	1	10	70600045	0	8	3	5	1000	501	2	15003	4	5380
77553	3	1	10	70600045	0	8	3	5	1000	501	3	15003	4	5980
77554	3	1	10	70600045	0	8	3	5	1000	501	4	15003	4	6650
78510	3	1	10	70600045	0	12	4	5	5000	501	0	15004	4	4360
78511	3	1	10	70600045	0	12	4	5	5000	501	1	15004	4	4840
78512	3	1	10	70600045	0	12	4	5	5000	501	2	15004	4	5380
78513	3	1	10	70600045	0	12	4	5	5000	501	3	15004	4	5980
78514	3	1	10	70600045	0	12	4	5	5000	501	4	15004	4	6650
78520	3	1	10	70600045	0	10	5	5	2000	501	0	15004	4	4360
78521	3	1	10	70600045	0	10	5	5	2000	501	1	15004	4	4840
78522	3	1	10	70600045	0	10	5	5	2000	501	2	15004	4	5380
78523	3	1	10	70600045	0	10	5	5	2000	501	3	15004	4	5980
78524	3	1	10	70600045	0	10	5	5	2000	501	4	15004	4	6650
78530	3	1	10	70600045	0	10	2	5	3000	501	0	15004	4	4360
78531	3	1	10	70600045	0	10	2	5	3000	501	1	15004	4	4840
78532	3	1	10	70600045	0	10	2	5	3000	501	2	15004	4	5380
78533	3	1	10	70600045	0	10	2	5	3000	501	3	15004	4	5980
78534	3	1	10	70600045	0	10	2	5	3000	501	4	15004	4	6650
78540	3	1	10	70600045	0	10	1	5	4000	501	0	15004	4	4360
78541	3	1	10	70600045	0	10	1	5	4000	501	1	15004	4	4840
78542	3	1	10	70600045	0	10	1	5	4000	501	2	15004	4	5380
78543	3	1	10	70600045	0	10	1	5	4000	501	3	15004	4	5980
78544	3	1	10	70600045	0	10	1	5	4000	501	4	15004	4	6650
78550	3	1	10	70600045	0	8	3	5	1000	501	0	15004	4	4360
78551	3	1	10	70600045	0	8	3	5	1000	501	1	15004	4	4840
78552	3	1	10	70600045	0	8	3	5	1000	501	2	15004	4	5380
78553	3	1	10	70600045	0	8	3	5	1000	501	3	15004	4	5980
78554	3	1	10	70600045	0	8	3	5	1000	501	4	15004	4	6650
79510	3	1	10	70600045	0	12	4	5	5000	501	0	15005	4	4360
79511	3	1	10	70600045	0	12	4	5	5000	501	1	15005	4	4840
79512	3	1	10	70600045	0	12	4	5	5000	501	2	15005	4	5380
79513	3	1	10	70600045	0	12	4	5	5000	501	3	15005	4	5980
79514	3	1	10	70600045	0	12	4	5	5000	501	4	15005	4	6650
79520	3	1	10	70600045	0	10	5	5	2000	501	0	15005	4	4360
79521	3	1	10	70600045	0	10	5	5	2000	501	1	15005	4	4840
79522	3	1	10	70600045	0	10	5	5	2000	501	2	15005	4	5380
79523	3	1	10	70600045	0	10	5	5	2000	501	3	15005	4	5980
79524	3	1	10	70600045	0	10	5	5	2000	501	4	15005	4	6650
79530	3	1	10	70600045	0	10	2	5	3000	501	0	15005	4	4360
79531	3	1	10	70600045	0	10	2	5	3000	501	1	15005	4	4840
79532	3	1	10	70600045	0	10	2	5	3000	501	2	15005	4	5380
79533	3	1	10	70600045	0	10	2	5	3000	501	3	15005	4	5980
79534	3	1	10	70600045	0	10	2	5	3000	501	4	15005	4	6650
79540	3	1	10	70600045	0	10	1	5	4000	501	0	15005	4	4360
79541	3	1	10	70600045	0	10	1	5	4000	501	1	15005	4	4840
79542	3	1	10	70600045	0	10	1	5	4000	501	2	15005	4	5380
79543	3	1	10	70600045	0	10	1	5	4000	501	3	15005	4	5980
79544	3	1	10	70600045	0	10	1	5	4000	501	4	15005	4	6650
79550	3	1	10	70600045	0	8	3	5	1000	501	0	15005	4	4360
79551	3	1	10	70600045	0	8	3	5	1000	501	1	15005	4	4840
79552	3	1	10	70600045	0	8	3	5	1000	501	2	15005	4	5380
79553	3	1	10	70600045	0	8	3	5	1000	501	3	15005	4	5980
79554	3	1	10	70600045	0	8	3	5	1000	501	4	15005	4	6650
80510	3	1	10	70600045	0	12	4	5	5000	501	0	15006	4	4360
80511	3	1	10	70600045	0	12	4	5	5000	501	1	15006	4	4840
80512	3	1	10	70600045	0	12	4	5	5000	501	2	15006	4	5380
80513	3	1	10	70600045	0	12	4	5	5000	501	3	15006	4	5980
80514	3	1	10	70600045	0	12	4	5	5000	501	4	15006	4	6650
80520	3	1	10	70600045	0	10	5	5	2000	501	0	15006	4	4360
80521	3	1	10	70600045	0	10	5	5	2000	501	1	15006	4	4840
80522	3	1	10	70600045	0	10	5	5	2000	501	2	15006	4	5380
80523	3	1	10	70600045	0	10	5	5	2000	501	3	15006	4	5980
80524	3	1	10	70600045	0	10	5	5	2000	501	4	15006	4	6650
80530	3	1	10	70600045	0	10	2	5	3000	501	0	15006	4	4360
80531	3	1	10	70600045	0	10	2	5	3000	501	1	15006	4	4840
80532	3	1	10	70600045	0	10	2	5	3000	501	2	15006	4	5380
80533	3	1	10	70600045	0	10	2	5	3000	501	3	15006	4	5980
80534	3	1	10	70600045	0	10	2	5	3000	501	4	15006	4	6650
80540	3	1	10	70600045	0	10	1	5	4000	501	0	15006	4	4360
80541	3	1	10	70600045	0	10	1	5	4000	501	1	15006	4	4840
80542	3	1	10	70600045	0	10	1	5	4000	501	2	15006	4	5380
80543	3	1	10	70600045	0	10	1	5	4000	501	3	15006	4	5980
80544	3	1	10	70600045	0	10	1	5	4000	501	4	15006	4	6650
80550	3	1	10	70600045	0	8	3	5	1000	501	0	15006	4	4360
80551	3	1	10	70600045	0	8	3	5	1000	501	1	15006	4	4840
80552	3	1	10	70600045	0	8	3	5	1000	501	2	15006	4	5380
80553	3	1	10	70600045	0	8	3	5	1000	501	3	15006	4	5980
80554	3	1	10	70600045	0	8	3	5	1000	501	4	15006	4	6650
81510	3	1	10	70600045	0	12	4	5	5000	501	0	15007	4	4360
81511	3	1	10	70600045	0	12	4	5	5000	501	1	15007	4	4840
81512	3	1	10	70600045	0	12	4	5	5000	501	2	15007	4	5380
81513	3	1	10	70600045	0	12	4	5	5000	501	3	15007	4	5980
81514	3	1	10	70600045	0	12	4	5	5000	501	4	15007	4	6650
81520	3	1	10	70600045	0	10	5	5	2000	501	0	15007	4	4360
81521	3	1	10	70600045	0	10	5	5	2000	501	1	15007	4	4840
81522	3	1	10	70600045	0	10	5	5	2000	501	2	15007	4	5380
81523	3	1	10	70600045	0	10	5	5	2000	501	3	15007	4	5980
81524	3	1	10	70600045	0	10	5	5	2000	501	4	15007	4	6650
81530	3	1	10	70600045	0	10	2	5	3000	501	0	15007	4	4360
81531	3	1	10	70600045	0	10	2	5	3000	501	1	15007	4	4840
81532	3	1	10	70600045	0	10	2	5	3000	501	2	15007	4	5380
81533	3	1	10	70600045	0	10	2	5	3000	501	3	15007	4	5980
81534	3	1	10	70600045	0	10	2	5	3000	501	4	15007	4	6650
81540	3	1	10	70600045	0	10	1	5	4000	501	0	15007	4	4360
81541	3	1	10	70600045	0	10	1	5	4000	501	1	15007	4	4840
81542	3	1	10	70600045	0	10	1	5	4000	501	2	15007	4	5380
81543	3	1	10	70600045	0	10	1	5	4000	501	3	15007	4	5980
81544	3	1	10	70600045	0	10	1	5	4000	501	4	15007	4	6650
81550	3	1	10	70600045	0	8	3	5	1000	501	0	15007	4	4360
81551	3	1	10	70600045	0	8	3	5	1000	501	1	15007	4	4840
81552	3	1	10	70600045	0	8	3	5	1000	501	2	15007	4	5380
81553	3	1	10	70600045	0	8	3	5	1000	501	3	15007	4	5980
81554	3	1	10	70600045	0	8	3	5	1000	501	4	15007	4	6650
82510	3	1	10	70600045	0	12	4	5	5000	501	0	15008	4	4360
82511	3	1	10	70600045	0	12	4	5	5000	501	1	15008	4	4840
82512	3	1	10	70600045	0	12	4	5	5000	501	2	15008	4	5380
82513	3	1	10	70600045	0	12	4	5	5000	501	3	15008	4	5980
82514	3	1	10	70600045	0	12	4	5	5000	501	4	15008	4	6650
82520	3	1	10	70600045	0	10	5	5	2000	501	0	15008	4	4360
82521	3	1	10	70600045	0	10	5	5	2000	501	1	15008	4	4840
82522	3	1	10	70600045	0	10	5	5	2000	501	2	15008	4	5380
82523	3	1	10	70600045	0	10	5	5	2000	501	3	15008	4	5980
82524	3	1	10	70600045	0	10	5	5	2000	501	4	15008	4	6650
82530	3	1	10	70600045	0	10	2	5	3000	501	0	15008	4	4360
82531	3	1	10	70600045	0	10	2	5	3000	501	1	15008	4	4840
82532	3	1	10	70600045	0	10	2	5	3000	501	2	15008	4	5380
82533	3	1	10	70600045	0	10	2	5	3000	501	3	15008	4	5980
82534	3	1	10	70600045	0	10	2	5	3000	501	4	15008	4	6650
82540	3	1	10	70600045	0	10	1	5	4000	501	0	15008	4	4360
82541	3	1	10	70600045	0	10	1	5	4000	501	1	15008	4	4840
82542	3	1	10	70600045	0	10	1	5	4000	501	2	15008	4	5380
82543	3	1	10	70600045	0	10	1	5	4000	501	3	15008	4	5980
82544	3	1	10	70600045	0	10	1	5	4000	501	4	15008	4	6650
82550	3	1	10	70600045	0	8	3	5	1000	501	0	15008	4	4360
82551	3	1	10	70600045	0	8	3	5	1000	501	1	15008	4	4840
82552	3	1	10	70600045	0	8	3	5	1000	501	2	15008	4	5380
82553	3	1	10	70600045	0	8	3	5	1000	501	3	15008	4	5980
82554	3	1	10	70600045	0	8	3	5	1000	501	4	15008	4	6650
