ID	图标	类型	重量	排序权重	物件ID	可丢弃	使用等级	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	需要特殊表现	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	料理品质	效果图标	拾取虚拟id	拾取特效	是否分开掉落	Name	Desc	InteractionTitle	EffectDesc	TypeDesc
100189	UI_ItemIcon_100188	2	1	10	71700010			2			1																			MaterialData_Name_100189	MaterialData_Desc_100189	MaterialData_InteractionTitle_100189	MaterialData_EffectDesc_100189	MaterialData_TypeDesc_100189
100190	UI_ItemIcon_100188	2	1	10	71700011			2			1																			MaterialData_Name_100190	MaterialData_Desc_100190	MaterialData_InteractionTitle_100190	MaterialData_EffectDesc_100190	MaterialData_TypeDesc_100190
100191	UI_ItemIcon_100188	2	1	10	71700012			2			1																			MaterialData_Name_100191	MaterialData_Desc_100191	MaterialData_InteractionTitle_100191	MaterialData_EffectDesc_100191	MaterialData_TypeDesc_100191
100192	UI_ItemIcon_100188	2	1	10	71700013			2			1																			MaterialData_Name_100192	MaterialData_Desc_100192	MaterialData_InteractionTitle_100192	MaterialData_EffectDesc_100192	MaterialData_TypeDesc_100192
100193	UI_ItemIcon_100188	2	1	10	71700014			2			1																			MaterialData_Name_100193	MaterialData_Desc_100193	MaterialData_InteractionTitle_100193	MaterialData_EffectDesc_100193	MaterialData_TypeDesc_100193
100194	UI_ItemIcon_100188	2	1	10	71700015			2			1																			MaterialData_Name_100194	MaterialData_Desc_100194	MaterialData_InteractionTitle_100194	MaterialData_EffectDesc_100194	MaterialData_TypeDesc_100194
100195	UI_ItemIcon_100188	2	1	10	71700016			2			1																			MaterialData_Name_100195	MaterialData_Desc_100195	MaterialData_InteractionTitle_100195	MaterialData_EffectDesc_100195	MaterialData_TypeDesc_100195
100196	UI_ItemIcon_100196	2	1	10	71700017			2			1																			MaterialData_Name_100196	MaterialData_Desc_100196	MaterialData_InteractionTitle_100196	MaterialData_EffectDesc_100196	MaterialData_TypeDesc_100196
100197	UI_ItemIcon_100196	2	1	10	71700018			2			1																			MaterialData_Name_100197	MaterialData_Desc_100197	MaterialData_InteractionTitle_100197	MaterialData_EffectDesc_100197	MaterialData_TypeDesc_100197
100198	UI_ItemIcon_100178	2	1	10	71700019			2			1																			MaterialData_Name_100198	MaterialData_Desc_100198	MaterialData_InteractionTitle_100198	MaterialData_EffectDesc_100198	MaterialData_TypeDesc_100198
100199	UI_ItemIcon_100178	2	1	10	71700020			2			1																			MaterialData_Name_100199	MaterialData_Desc_100199	MaterialData_InteractionTitle_100199	MaterialData_EffectDesc_100199	MaterialData_TypeDesc_100199
100200	UI_ItemIcon_100178	2	1	10	71700021			2			1																			MaterialData_Name_100200	MaterialData_Desc_100200	MaterialData_InteractionTitle_100200	MaterialData_EffectDesc_100200	MaterialData_TypeDesc_100200
100201	UI_ItemIcon_100201	2	1	10	71700022			2			1																			MaterialData_Name_100201	MaterialData_Desc_100201	MaterialData_InteractionTitle_100201	MaterialData_EffectDesc_100201	MaterialData_TypeDesc_100201
100202	UI_ItemIcon_100202	2	1	10	71700023			2			1																			MaterialData_Name_100202	MaterialData_Desc_100202	MaterialData_InteractionTitle_100202	MaterialData_EffectDesc_100202	MaterialData_TypeDesc_100202
100203	UI_ItemIcon_100202	2	1	10	71700024			2			1																			MaterialData_Name_100203	MaterialData_Desc_100203	MaterialData_InteractionTitle_100203	MaterialData_EffectDesc_100203	MaterialData_TypeDesc_100203
100204	UI_ItemIcon_100202	2	1	10	71700025			2			1																			MaterialData_Name_100204	MaterialData_Desc_100204	MaterialData_InteractionTitle_100204	MaterialData_EffectDesc_100204	MaterialData_TypeDesc_100204
100205	UI_ItemIcon_100202	2	1	10	71700026			2			1																			MaterialData_Name_100205	MaterialData_Desc_100205	MaterialData_InteractionTitle_100205	MaterialData_EffectDesc_100205	MaterialData_TypeDesc_100205
100206	UI_ItemIcon_100202	2	1	10	71700027			2			1																			MaterialData_Name_100206	MaterialData_Desc_100206	MaterialData_InteractionTitle_100206	MaterialData_EffectDesc_100206	MaterialData_TypeDesc_100206
100207	UI_ItemIcon_100202	2	1	10	71700028			2			1																			MaterialData_Name_100207	MaterialData_Desc_100207	MaterialData_InteractionTitle_100207	MaterialData_EffectDesc_100207	MaterialData_TypeDesc_100207
100208	UI_ItemIcon_100208	2	1	10	71700029			2			1																			MaterialData_Name_100208	MaterialData_Desc_100208	MaterialData_InteractionTitle_100208	MaterialData_EffectDesc_100208	MaterialData_TypeDesc_100208
100210	UI_ItemIcon_100115	2	1	10	70300065			2			1000																			MaterialData_Name_100210	MaterialData_Desc_100210	MaterialData_InteractionTitle_100210	MaterialData_EffectDesc_100210	MaterialData_TypeDesc_100210
100211	UI_ItemIcon_100115	2	1	10	70300065			2			1000																			MaterialData_Name_100211	MaterialData_Desc_100211	MaterialData_InteractionTitle_100211	MaterialData_EffectDesc_100211	MaterialData_TypeDesc_100211
100212	UI_ItemIcon_100115	2	1	10	70300065			2			1000																			MaterialData_Name_100212	MaterialData_Desc_100212	MaterialData_InteractionTitle_100212	MaterialData_EffectDesc_100212	MaterialData_TypeDesc_100212
100213	UI_ItemIcon_100201	2	1	10	71700030			2			1																			MaterialData_Name_100213	MaterialData_Desc_100213	MaterialData_InteractionTitle_100213	MaterialData_EffectDesc_100213	MaterialData_TypeDesc_100213
102001	UI_ItemIcon_102001	2	1	5	70590001	1		1	5	1	1000	1				2	11	1	50											MaterialData_Name_102001	MaterialData_Desc_102001	MaterialData_InteractionTitle_102001	MaterialData_EffectDesc_102001	MaterialData_TypeDesc_102001
102002	UI_ItemIcon_102002	2	1	5	70590001	1		1	5	1	1000	1				2	11	2	50											MaterialData_Name_102002	MaterialData_Desc_102002	MaterialData_InteractionTitle_102002	MaterialData_EffectDesc_102002	MaterialData_TypeDesc_102002
102003	UI_ItemIcon_102003	2	1	5	70590001	1		1	5	1	1000	1				2	11	3	50											MaterialData_Name_102003	MaterialData_Desc_102003	MaterialData_InteractionTitle_102003	MaterialData_EffectDesc_102003	MaterialData_TypeDesc_102003
102004	UI_ItemIcon_102004	2	1	5	70590001	1		1	5	1	1000	1				2	11	4	50											MaterialData_Name_102004	MaterialData_Desc_102004	MaterialData_InteractionTitle_102004	MaterialData_EffectDesc_102004	MaterialData_TypeDesc_102004
102005	UI_ItemIcon_102005	2	1	5	70590001	1		1	5	1	1000	1				2	11	7	50											MaterialData_Name_102005	MaterialData_Desc_102005	MaterialData_InteractionTitle_102005	MaterialData_EffectDesc_102005	MaterialData_TypeDesc_102005
102006	UI_ItemIcon_102006	2	1	5	70590001	1		1	5	1	1000	1				2	11	5	50											MaterialData_Name_102006	MaterialData_Desc_102006	MaterialData_InteractionTitle_102006	MaterialData_EffectDesc_102006	MaterialData_TypeDesc_102006
102007	UI_ItemIcon_102007	2	1	5	70590001	1		1	5	1	1000	1				2	11	8	50											MaterialData_Name_102007	MaterialData_Desc_102007	MaterialData_InteractionTitle_102007	MaterialData_EffectDesc_102007	MaterialData_TypeDesc_102007
102008	UI_ItemIcon_102008	2	1	5	70590001	1		1	5	1	1000	1				2	12	50												MaterialData_Name_102008	MaterialData_Desc_102008	MaterialData_InteractionTitle_102008	MaterialData_EffectDesc_102008	MaterialData_TypeDesc_102008
103001	UI_ItemIcon_103001	2	1	5	70590002	1		1	10	2	1000	1				2	11	1	30											MaterialData_Name_103001	MaterialData_Desc_103001	MaterialData_InteractionTitle_103001	MaterialData_EffectDesc_103001	MaterialData_TypeDesc_103001
103002	UI_ItemIcon_103002	2	1	5	70590002	1		1	10	2	1000	1				2	11	2	30											MaterialData_Name_103002	MaterialData_Desc_103002	MaterialData_InteractionTitle_103002	MaterialData_EffectDesc_103002	MaterialData_TypeDesc_103002
103003	UI_ItemIcon_103003	2	1	5	70590002	1		1	10	2	1000	1				2	11	3	30											MaterialData_Name_103003	MaterialData_Desc_103003	MaterialData_InteractionTitle_103003	MaterialData_EffectDesc_103003	MaterialData_TypeDesc_103003
103004	UI_ItemIcon_103004	2	1	5	70590002	1		1	10	2	1000	1				2	11	4	30											MaterialData_Name_103004	MaterialData_Desc_103004	MaterialData_InteractionTitle_103004	MaterialData_EffectDesc_103004	MaterialData_TypeDesc_103004
103005	UI_ItemIcon_103005	2	1	5	70590002	1		1	10	2	1000	1				2	11	7	30											MaterialData_Name_103005	MaterialData_Desc_103005	MaterialData_InteractionTitle_103005	MaterialData_EffectDesc_103005	MaterialData_TypeDesc_103005
103006	UI_ItemIcon_103006	2	1	5	70590002	1		1	10	2	1000	1				2	11	5	30											MaterialData_Name_103006	MaterialData_Desc_103006	MaterialData_InteractionTitle_103006	MaterialData_EffectDesc_103006	MaterialData_TypeDesc_103006
103007	UI_ItemIcon_103007	2	1	5	70590002	1		1	10	2	1000	1				2	11	8	30											MaterialData_Name_103007	MaterialData_Desc_103007	MaterialData_InteractionTitle_103007	MaterialData_EffectDesc_103007	MaterialData_TypeDesc_103007
103008	UI_ItemIcon_103008	2	1	5	70590002	1		1	10	2	1000	1				2	12	30												MaterialData_Name_103008	MaterialData_Desc_103008	MaterialData_InteractionTitle_103008	MaterialData_EffectDesc_103008	MaterialData_TypeDesc_103008
104001	UI_ItemIcon_104001	2	1	5	70600021			6			1000	99				3	4	400						1						MaterialData_Name_104001	MaterialData_Desc_104001	MaterialData_InteractionTitle_104001	MaterialData_EffectDesc_104001	MaterialData_TypeDesc_104001
104002	UI_ItemIcon_104002	2	1	5	70600022			6			1000	99				3	4	4000						2						MaterialData_Name_104002	MaterialData_Desc_104002	MaterialData_InteractionTitle_104002	MaterialData_EffectDesc_104002	MaterialData_TypeDesc_104002
104003	UI_ItemIcon_104003	2	1	5	70600023			6			1000	99				3	4	40000						3						MaterialData_Name_104003	MaterialData_Desc_104003	MaterialData_InteractionTitle_104003	MaterialData_EffectDesc_104003	MaterialData_TypeDesc_104003
104011	UI_ItemIcon_104011	2	1	5	70600031			11			1000						14	400						1						MaterialData_Name_104011	MaterialData_Desc_104011	MaterialData_InteractionTitle_104011	MaterialData_EffectDesc_104011	MaterialData_TypeDesc_104011
104012	UI_ItemIcon_104012	2	1	5	70600032			11			1000						14	4000						2						MaterialData_Name_104012	MaterialData_Desc_104012	MaterialData_InteractionTitle_104012	MaterialData_EffectDesc_104012	MaterialData_TypeDesc_104012
104013	UI_ItemIcon_104013	2	1	5	70600033			11			1000						14	40000						3						MaterialData_Name_104013	MaterialData_Desc_104013	MaterialData_InteractionTitle_104013	MaterialData_EffectDesc_104013	MaterialData_TypeDesc_104013
104101	UI_ItemIcon_104101	2	1	6	70600001			14			1000													1						MaterialData_Name_104101	MaterialData_Desc_104101	MaterialData_InteractionTitle_104101	MaterialData_EffectDesc_104101	MaterialData_TypeDesc_104101
104102	UI_ItemIcon_104102	2	1	6	70600002			14			1000													2						MaterialData_Name_104102	MaterialData_Desc_104102	MaterialData_InteractionTitle_104102	MaterialData_EffectDesc_104102	MaterialData_TypeDesc_104102
104103	UI_ItemIcon_104103	2	1	6	70600003			14			1000													3						MaterialData_Name_104103	MaterialData_Desc_104103	MaterialData_InteractionTitle_104103	MaterialData_EffectDesc_104103	MaterialData_TypeDesc_104103
104104	UI_ItemIcon_104104	2	1	6	70600004			14			1000													4						MaterialData_Name_104104	MaterialData_Desc_104104	MaterialData_InteractionTitle_104104	MaterialData_EffectDesc_104104	MaterialData_TypeDesc_104104
104111	UI_ItemIcon_104111	2	1	6	70600001			14			1000													1						MaterialData_Name_104111	MaterialData_Desc_104111	MaterialData_InteractionTitle_104111	MaterialData_EffectDesc_104111	MaterialData_TypeDesc_104111
104112	UI_ItemIcon_104112	2	1	6	70600002			14			1000													2						MaterialData_Name_104112	MaterialData_Desc_104112	MaterialData_InteractionTitle_104112	MaterialData_EffectDesc_104112	MaterialData_TypeDesc_104112
104113	UI_ItemIcon_104113	2	1	6	70600003			14			1000													3						MaterialData_Name_104113	MaterialData_Desc_104113	MaterialData_InteractionTitle_104113	MaterialData_EffectDesc_104113	MaterialData_TypeDesc_104113
104114	UI_ItemIcon_104114	2	1	6	70600004			14			1000													4						MaterialData_Name_104114	MaterialData_Desc_104114	MaterialData_InteractionTitle_104114	MaterialData_EffectDesc_104114	MaterialData_TypeDesc_104114
104121	UI_ItemIcon_104121	2	1	6	70600001			14			1000													1						MaterialData_Name_104121	MaterialData_Desc_104121	MaterialData_InteractionTitle_104121	MaterialData_EffectDesc_104121	MaterialData_TypeDesc_104121
104122	UI_ItemIcon_104122	2	1	6	70600002			14			1000													2						MaterialData_Name_104122	MaterialData_Desc_104122	MaterialData_InteractionTitle_104122	MaterialData_EffectDesc_104122	MaterialData_TypeDesc_104122
104123	UI_ItemIcon_104123	2	1	6	70600003			14			1000													3						MaterialData_Name_104123	MaterialData_Desc_104123	MaterialData_InteractionTitle_104123	MaterialData_EffectDesc_104123	MaterialData_TypeDesc_104123
104124	UI_ItemIcon_104124	2	1	6	70600004			14			1000													4						MaterialData_Name_104124	MaterialData_Desc_104124	MaterialData_InteractionTitle_104124	MaterialData_EffectDesc_104124	MaterialData_TypeDesc_104124
104131	UI_ItemIcon_104131	2	1	6	70600001			14			1000													1						MaterialData_Name_104131	MaterialData_Desc_104131	MaterialData_InteractionTitle_104131	MaterialData_EffectDesc_104131	MaterialData_TypeDesc_104131
104132	UI_ItemIcon_104132	2	1	6	70600002			14			1000													2						MaterialData_Name_104132	MaterialData_Desc_104132	MaterialData_InteractionTitle_104132	MaterialData_EffectDesc_104132	MaterialData_TypeDesc_104132
104133	UI_ItemIcon_104133	2	1	6	70600003			14			1000													3						MaterialData_Name_104133	MaterialData_Desc_104133	MaterialData_InteractionTitle_104133	MaterialData_EffectDesc_104133	MaterialData_TypeDesc_104133
104134	UI_ItemIcon_104134	2	1	6	70600004			14			1000													4						MaterialData_Name_104134	MaterialData_Desc_104134	MaterialData_InteractionTitle_104134	MaterialData_EffectDesc_104134	MaterialData_TypeDesc_104134
104141	UI_ItemIcon_104141	2	1	6	70600001			14			1000													1						MaterialData_Name_104141	MaterialData_Desc_104141	MaterialData_InteractionTitle_104141	MaterialData_EffectDesc_104141	MaterialData_TypeDesc_104141
104142	UI_ItemIcon_104142	2	1	6	70600002			14			1000													2						MaterialData_Name_104142	MaterialData_Desc_104142	MaterialData_InteractionTitle_104142	MaterialData_EffectDesc_104142	MaterialData_TypeDesc_104142
104143	UI_ItemIcon_104143	2	1	6	70600003			14			1000													3						MaterialData_Name_104143	MaterialData_Desc_104143	MaterialData_InteractionTitle_104143	MaterialData_EffectDesc_104143	MaterialData_TypeDesc_104143
104144	UI_ItemIcon_104144	2	1	6	70600004			14			1000													4						MaterialData_Name_104144	MaterialData_Desc_104144	MaterialData_InteractionTitle_104144	MaterialData_EffectDesc_104144	MaterialData_TypeDesc_104144
104151	UI_ItemIcon_104151	2	1	6	70600001			14			1000													1						MaterialData_Name_104151	MaterialData_Desc_104151	MaterialData_InteractionTitle_104151	MaterialData_EffectDesc_104151	MaterialData_TypeDesc_104151
104152	UI_ItemIcon_104152	2	1	6	70600002			14			1000													2						MaterialData_Name_104152	MaterialData_Desc_104152	MaterialData_InteractionTitle_104152	MaterialData_EffectDesc_104152	MaterialData_TypeDesc_104152
104153	UI_ItemIcon_104153	2	1	6	70600003			14			1000													3						MaterialData_Name_104153	MaterialData_Desc_104153	MaterialData_InteractionTitle_104153	MaterialData_EffectDesc_104153	MaterialData_TypeDesc_104153
104154	UI_ItemIcon_104154	2	1	6	70600004			14			1000													4						MaterialData_Name_104154	MaterialData_Desc_104154	MaterialData_InteractionTitle_104154	MaterialData_EffectDesc_104154	MaterialData_TypeDesc_104154
104161	UI_ItemIcon_104161	2	1	6	70600001			14			1000													1						MaterialData_Name_104161	MaterialData_Desc_104161	MaterialData_InteractionTitle_104161	MaterialData_EffectDesc_104161	MaterialData_TypeDesc_104161
104162	UI_ItemIcon_104162	2	1	6	70600002			14			1000													2						MaterialData_Name_104162	MaterialData_Desc_104162	MaterialData_InteractionTitle_104162	MaterialData_EffectDesc_104162	MaterialData_TypeDesc_104162
104163	UI_ItemIcon_104163	2	1	6	70600003			14			1000													3						MaterialData_Name_104163	MaterialData_Desc_104163	MaterialData_InteractionTitle_104163	MaterialData_EffectDesc_104163	MaterialData_TypeDesc_104163
104164	UI_ItemIcon_104164	2	1	6	70600004			14			1000													4						MaterialData_Name_104164	MaterialData_Desc_104164	MaterialData_InteractionTitle_104164	MaterialData_EffectDesc_104164	MaterialData_TypeDesc_104164
104171	UI_ItemIcon_104171	2	1	6	70600001			14			1000													1						MaterialData_Name_104171	MaterialData_Desc_104171	MaterialData_InteractionTitle_104171	MaterialData_EffectDesc_104171	MaterialData_TypeDesc_104171
104172	UI_ItemIcon_104172	2	1	6	70600002			14			1000													2						MaterialData_Name_104172	MaterialData_Desc_104172	MaterialData_InteractionTitle_104172	MaterialData_EffectDesc_104172	MaterialData_TypeDesc_104172
104173	UI_ItemIcon_104173	2	1	6	70600003			14			1000													3						MaterialData_Name_104173	MaterialData_Desc_104173	MaterialData_InteractionTitle_104173	MaterialData_EffectDesc_104173	MaterialData_TypeDesc_104173
104174	UI_ItemIcon_104174	2	1	6	70600004			14			1000													4						MaterialData_Name_104174	MaterialData_Desc_104174	MaterialData_InteractionTitle_104174	MaterialData_EffectDesc_104174	MaterialData_TypeDesc_104174
105001	UI_ItemIcon_105001	2	1	6	70600011			13			1000													1						MaterialData_Name_105001	MaterialData_Desc_105001	MaterialData_InteractionTitle_105001	MaterialData_EffectDesc_105001	MaterialData_TypeDesc_105001
105002	UI_ItemIcon_105002	2	1	6	70600012			13			1000													2						MaterialData_Name_105002	MaterialData_Desc_105002	MaterialData_InteractionTitle_105002	MaterialData_EffectDesc_105002	MaterialData_TypeDesc_105002
105003	UI_ItemIcon_105003	2	1	6	70600013			13			1000													3						MaterialData_Name_105003	MaterialData_Desc_105003	MaterialData_InteractionTitle_105003	MaterialData_EffectDesc_105003	MaterialData_TypeDesc_105003
105004	UI_ItemIcon_105004	2	1	6	70600014			13			1000													4						MaterialData_Name_105004	MaterialData_Desc_105004	MaterialData_InteractionTitle_105004	MaterialData_EffectDesc_105004	MaterialData_TypeDesc_105004
106000	UI_ItemIcon_106000	2	1	6	70900001	1		5	1	5	10	1				2	7	20												MaterialData_Name_106000	MaterialData_Desc_106000	MaterialData_InteractionTitle_106000	MaterialData_EffectDesc_106000	MaterialData_TypeDesc_106000
106001	UI_ItemIcon_106001	2	1	6	70900001	1		5	1	5	10	1				2	8	20												MaterialData_Name_106001	MaterialData_Desc_106001	MaterialData_InteractionTitle_106001	MaterialData_EffectDesc_106001	MaterialData_TypeDesc_106001
107001	UI_ItemIcon_107001	2	0	6	70590004	0		10			2000				1												70800003	WindCrystal_Absorb		MaterialData_Name_107001	MaterialData_Desc_107001	MaterialData_InteractionTitle_107001	MaterialData_EffectDesc_107001	MaterialData_TypeDesc_107001
107002	UI_ItemIcon_107002	2	0	6	70590004	0		5			2000		1	1	1	2	12	20												MaterialData_Name_107002	MaterialData_Desc_107002	MaterialData_InteractionTitle_107002	MaterialData_EffectDesc_107002	MaterialData_TypeDesc_107002
108000	UI_ItemIcon_108000	2	0	6		0		1			2000																			MaterialData_Name_108000	MaterialData_Desc_108000	MaterialData_InteractionTitle_108000	MaterialData_EffectDesc_108000	MaterialData_TypeDesc_108000
108001	UI_ItemIcon_Recipe_1001	2	0	6		0		1	120	10	2000	1				2	15	108091	30					1	1	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108001	MaterialData_Desc_108001	MaterialData_InteractionTitle_108001	MaterialData_EffectDesc_108001	MaterialData_TypeDesc_108001
108002	UI_ItemIcon_Recipe_1001	2	0	6		0		1	120	10	2000	1				2	15	108092	30					1	2	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108002	MaterialData_Desc_108002	MaterialData_InteractionTitle_108002	MaterialData_EffectDesc_108002	MaterialData_TypeDesc_108002
108003	UI_ItemIcon_Recipe_1001	2	0	6		0		1	120	10	2000	1				2	15	108093	30					1	3	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108003	MaterialData_Desc_108003	MaterialData_InteractionTitle_108003	MaterialData_EffectDesc_108003	MaterialData_TypeDesc_108003
108004	UI_ItemIcon_Recipe_2001	2	0	6		0		1	120	99	2000	1				5	5				15	108036		1	1	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108004	MaterialData_Desc_108004	MaterialData_InteractionTitle_108004	MaterialData_EffectDesc_108004	MaterialData_TypeDesc_108004
108005	UI_ItemIcon_Recipe_2001	2	0	6		0		1	120	99	2000	1				5	5				15	108037		1	2	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108005	MaterialData_Desc_108005	MaterialData_InteractionTitle_108005	MaterialData_EffectDesc_108005	MaterialData_TypeDesc_108005
108006	UI_ItemIcon_Recipe_2001	2	0	6		0		1	120	99	2000	1				5	5				15	108038		1	3	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108006	MaterialData_Desc_108006	MaterialData_InteractionTitle_108006	MaterialData_EffectDesc_108006	MaterialData_TypeDesc_108006
108007	UI_ItemIcon_Recipe_3001	2	0	6		0		1	120	99	2000	1				5	5				15	108036		1	1	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108007	MaterialData_Desc_108007	MaterialData_InteractionTitle_108007	MaterialData_EffectDesc_108007	MaterialData_TypeDesc_108007
108008	UI_ItemIcon_Recipe_3001	2	0	6		0		1	120	99	2000	1				5	5				15	108037		1	2	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108008	MaterialData_Desc_108008	MaterialData_InteractionTitle_108008	MaterialData_EffectDesc_108008	MaterialData_TypeDesc_108008
108009	UI_ItemIcon_Recipe_3001	2	0	6		0		1	120	99	2000	1				5	5				15	108038		1	3	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108009	MaterialData_Desc_108009	MaterialData_InteractionTitle_108009	MaterialData_EffectDesc_108009	MaterialData_TypeDesc_108009
108010	UI_ItemIcon_108010	2	0	6		0		1	120	99	2000	1				5	5				15	108039		1		UI_Buff_Item_Recovery_Revive				MaterialData_Name_108010	MaterialData_Desc_108010	MaterialData_InteractionTitle_108010	MaterialData_EffectDesc_108010	MaterialData_TypeDesc_108010
108011	UI_ItemIcon_Recipe_1002	2	0	6		0		15			2000	1				4	10	300	Eff_UI_AvatarIcon_Recovery_Once					1	1	UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108011	MaterialData_Desc_108011	MaterialData_InteractionTitle_108011	MaterialData_EffectDesc_108011	MaterialData_TypeDesc_108011
108012	UI_ItemIcon_Recipe_1002	2	0	6		0		15			2000	1				4	10	400	Eff_UI_AvatarIcon_Recovery_Once					1	2	UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108012	MaterialData_Desc_108012	MaterialData_InteractionTitle_108012	MaterialData_EffectDesc_108012	MaterialData_TypeDesc_108012
108013	UI_ItemIcon_Recipe_1002	2	0	6		0		15			2000	1				4	10	500	Eff_UI_AvatarIcon_Recovery_Once					1	3	UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108013	MaterialData_Desc_108013	MaterialData_InteractionTitle_108013	MaterialData_EffectDesc_108013	MaterialData_TypeDesc_108013
108014	UI_ItemIcon_108014	2	0	6		0		15			2000	1				4	10	800	Eff_UI_AvatarIcon_Recovery_Once					1		UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108014	MaterialData_Desc_108014	MaterialData_InteractionTitle_108014	MaterialData_EffectDesc_108014	MaterialData_TypeDesc_108014
108015	UI_ItemIcon_Recipe_1003	2	0	6		0		1	120	10	2000	1				2	15	108001	30					2	1	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108015	MaterialData_Desc_108015	MaterialData_InteractionTitle_108015	MaterialData_EffectDesc_108015	MaterialData_TypeDesc_108015
108016	UI_ItemIcon_Recipe_1003	2	0	6		0		1	120	10	2000	1				2	15	108002	30					2	2	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108016	MaterialData_Desc_108016	MaterialData_InteractionTitle_108016	MaterialData_EffectDesc_108016	MaterialData_TypeDesc_108016
108017	UI_ItemIcon_Recipe_1003	2	0	6		0		1	120	10	2000	1				2	15	108003	30					2	3	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108017	MaterialData_Desc_108017	MaterialData_InteractionTitle_108017	MaterialData_EffectDesc_108017	MaterialData_TypeDesc_108017
108018	UI_ItemIcon_108018	2	0	6		0		1	120	10	2000	1				2	15	108004	30					2		UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108018	MaterialData_Desc_108018	MaterialData_InteractionTitle_108018	MaterialData_EffectDesc_108018	MaterialData_TypeDesc_108018
108019	UI_ItemIcon_Recipe_3002	2	0	6		0		1			2000	1				2	15	108011	120					2	1	UI_Buff_Item_Def_Add				MaterialData_Name_108019	MaterialData_Desc_108019	MaterialData_InteractionTitle_108019	MaterialData_EffectDesc_108019	MaterialData_TypeDesc_108019
108020	UI_ItemIcon_Recipe_3002	2	0	6		0		1			2000	1				2	15	108012	120					2	2	UI_Buff_Item_Def_Add				MaterialData_Name_108020	MaterialData_Desc_108020	MaterialData_InteractionTitle_108020	MaterialData_EffectDesc_108020	MaterialData_TypeDesc_108020
108021	UI_ItemIcon_Recipe_3002	2	0	6		0		1			2000	1				2	15	108013	120					2	3	UI_Buff_Item_Def_Add				MaterialData_Name_108021	MaterialData_Desc_108021	MaterialData_InteractionTitle_108021	MaterialData_EffectDesc_108021	MaterialData_TypeDesc_108021
108022	UI_ItemIcon_Recipe_4001	2	0	6		0		1	120	99	2000	1				5	5				15	108037		2	1	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108022	MaterialData_Desc_108022	MaterialData_InteractionTitle_108022	MaterialData_EffectDesc_108022	MaterialData_TypeDesc_108022
108023	UI_ItemIcon_Recipe_4001	2	0	6		0		1	120	99	2000	1				5	5				15	108038		2	2	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108023	MaterialData_Desc_108023	MaterialData_InteractionTitle_108023	MaterialData_EffectDesc_108023	MaterialData_TypeDesc_108023
108024	UI_ItemIcon_Recipe_4001	2	0	6		0		1	120	99	2000	1				5	5				15	108039		2	3	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108024	MaterialData_Desc_108024	MaterialData_InteractionTitle_108024	MaterialData_EffectDesc_108024	MaterialData_TypeDesc_108024
108025	UI_ItemIcon_Recipe_4002	2	0	6		0		1			2000	1				2	15	108007	120					2	1	UI_Buff_Item_Atk_Add				MaterialData_Name_108025	MaterialData_Desc_108025	MaterialData_InteractionTitle_108025	MaterialData_EffectDesc_108025	MaterialData_TypeDesc_108025
108026	UI_ItemIcon_Recipe_4002	2	0	6		0		1			2000	1				2	15	108008	120					2	2	UI_Buff_Item_Atk_Add				MaterialData_Name_108026	MaterialData_Desc_108026	MaterialData_InteractionTitle_108026	MaterialData_EffectDesc_108026	MaterialData_TypeDesc_108026
108027	UI_ItemIcon_Recipe_4002	2	0	6		0		1			2000	1				2	15	108009	120					2	3	UI_Buff_Item_Atk_Add				MaterialData_Name_108027	MaterialData_Desc_108027	MaterialData_InteractionTitle_108027	MaterialData_EffectDesc_108027	MaterialData_TypeDesc_108027
108028	UI_ItemIcon_Recipe_4003	2	0	6		0		1			2000	1				2	15	108071	120					2	1	UI_Buff_Item_Atk_CritRate				MaterialData_Name_108028	MaterialData_Desc_108028	MaterialData_InteractionTitle_108028	MaterialData_EffectDesc_108028	MaterialData_TypeDesc_108028
