台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	对话资源	对话资源2	对话语音	对话前行为脚本	对话中行为脚本	对话后行为脚本	显示时长	选项图标	TalkContent	TalkTitle	TalkRoleName
4015142312			1	1423									DialogData_TalkContent_4015142312	DialogData_TalkTitle_4015142312	DialogData_TalkRoleName_4015142312
4015142351	4015142302,4015142313,4015142305		1	1423					TEST/LerpInNpc				DialogData_TalkContent_4015142351	DialogData_TalkTitle_4015142351	DialogData_TalkRoleName_4015142351
4015142399			1	1423									DialogData_TalkContent_4015142399	DialogData_TalkTitle_4015142399	DialogData_TalkRoleName_4015142399
4015142501	4015142519,4015142505		1	1425					TEST/LerpInNpc				DialogData_TalkContent_4015142501	DialogData_TalkTitle_4015142501	DialogData_TalkRoleName_4015142501
4015142519	4015142520		2										DialogData_TalkContent_4015142519	DialogData_TalkTitle_4015142519	DialogData_TalkRoleName_4015142519
4015142520	4015142502,4015142503,4015142504		1	1425									DialogData_TalkContent_4015142520	DialogData_TalkTitle_4015142520	DialogData_TalkRoleName_4015142520
4015142502	4015142506		2										DialogData_TalkContent_4015142502	DialogData_TalkTitle_4015142502	DialogData_TalkRoleName_4015142502
4015142503	4015142509		2										DialogData_TalkContent_4015142503	DialogData_TalkTitle_4015142503	DialogData_TalkRoleName_4015142503
4015142504	4015142513		2										DialogData_TalkContent_4015142504	DialogData_TalkTitle_4015142504	DialogData_TalkRoleName_4015142504
4015142505	4015142517		1	1425									DialogData_TalkContent_4015142505	DialogData_TalkTitle_4015142505	DialogData_TalkRoleName_4015142505
4015142506	4015142507		1	1425									DialogData_TalkContent_4015142506	DialogData_TalkTitle_4015142506	DialogData_TalkRoleName_4015142506
4015142507	4015142508		1	1425									DialogData_TalkContent_4015142507	DialogData_TalkTitle_4015142507	DialogData_TalkRoleName_4015142507
4015142508			1	1425									DialogData_TalkContent_4015142508	DialogData_TalkTitle_4015142508	DialogData_TalkRoleName_4015142508
4015142509	4015142510		1	1425									DialogData_TalkContent_4015142509	DialogData_TalkTitle_4015142509	DialogData_TalkRoleName_4015142509
4015142510	4015142511		1	1425									DialogData_TalkContent_4015142510	DialogData_TalkTitle_4015142510	DialogData_TalkRoleName_4015142510
4015142511	4015142512		1	1425									DialogData_TalkContent_4015142511	DialogData_TalkTitle_4015142511	DialogData_TalkRoleName_4015142511
4015142512			1	1425									DialogData_TalkContent_4015142512	DialogData_TalkTitle_4015142512	DialogData_TalkRoleName_4015142512
4015142513	4015142514		1	1425									DialogData_TalkContent_4015142513	DialogData_TalkTitle_4015142513	DialogData_TalkRoleName_4015142513
4015142514	4015142515		1	1425									DialogData_TalkContent_4015142514	DialogData_TalkTitle_4015142514	DialogData_TalkRoleName_4015142514
4015142515	4015142516		1	1425									DialogData_TalkContent_4015142515	DialogData_TalkTitle_4015142515	DialogData_TalkRoleName_4015142515
4015142516			1	1425									DialogData_TalkContent_4015142516	DialogData_TalkTitle_4015142516	DialogData_TalkRoleName_4015142516
4015142517	4015142518		1	1425									DialogData_TalkContent_4015142517	DialogData_TalkTitle_4015142517	DialogData_TalkRoleName_4015142517
4015142518			1	1425									DialogData_TalkContent_4015142518	DialogData_TalkTitle_4015142518	DialogData_TalkRoleName_4015142518
4015142599			1	1425									DialogData_TalkContent_4015142599	DialogData_TalkTitle_4015142599	DialogData_TalkRoleName_4015142599
4015142701	4015142702,4015142703,4015142704,4015142705		1	1427					TEST/LerpInNpc				DialogData_TalkContent_4015142701	DialogData_TalkTitle_4015142701	DialogData_TalkRoleName_4015142701
4015142702	4015142706		1	1427									DialogData_TalkContent_4015142702	DialogData_TalkTitle_4015142702	DialogData_TalkRoleName_4015142702
4015142703	4015142711		1	1427									DialogData_TalkContent_4015142703	DialogData_TalkTitle_4015142703	DialogData_TalkRoleName_4015142703
4015142704	4015142716		1	1427									DialogData_TalkContent_4015142704	DialogData_TalkTitle_4015142704	DialogData_TalkRoleName_4015142704
4015142705	4015142721		1	1427									DialogData_TalkContent_4015142705	DialogData_TalkTitle_4015142705	DialogData_TalkRoleName_4015142705
4015142706	4015142707		1	1427									DialogData_TalkContent_4015142706	DialogData_TalkTitle_4015142706	DialogData_TalkRoleName_4015142706
4015142707	4015142708		1	1427									DialogData_TalkContent_4015142707	DialogData_TalkTitle_4015142707	DialogData_TalkRoleName_4015142707
4015142708	4015142709		1	1427									DialogData_TalkContent_4015142708	DialogData_TalkTitle_4015142708	DialogData_TalkRoleName_4015142708
4015142709	4015142710		1	1427									DialogData_TalkContent_4015142709	DialogData_TalkTitle_4015142709	DialogData_TalkRoleName_4015142709
4015142710			1	1427									DialogData_TalkContent_4015142710	DialogData_TalkTitle_4015142710	DialogData_TalkRoleName_4015142710
4015142711	4015142712		1	1427									DialogData_TalkContent_4015142711	DialogData_TalkTitle_4015142711	DialogData_TalkRoleName_4015142711
4015142712	4015142713		1	1427									DialogData_TalkContent_4015142712	DialogData_TalkTitle_4015142712	DialogData_TalkRoleName_4015142712
4015142713	4015142714		1	1427									DialogData_TalkContent_4015142713	DialogData_TalkTitle_4015142713	DialogData_TalkRoleName_4015142713
4015142714	4015142715		1	1427									DialogData_TalkContent_4015142714	DialogData_TalkTitle_4015142714	DialogData_TalkRoleName_4015142714
4015142715			1	1427									DialogData_TalkContent_4015142715	DialogData_TalkTitle_4015142715	DialogData_TalkRoleName_4015142715
4015142716	4015142717		1	1427									DialogData_TalkContent_4015142716	DialogData_TalkTitle_4015142716	DialogData_TalkRoleName_4015142716
4015142717	4015142718		1	1427									DialogData_TalkContent_4015142717	DialogData_TalkTitle_4015142717	DialogData_TalkRoleName_4015142717
4015142718	4015142719		1	1427									DialogData_TalkContent_4015142718	DialogData_TalkTitle_4015142718	DialogData_TalkRoleName_4015142718
4015142719	4015142720		1	1427									DialogData_TalkContent_4015142719	DialogData_TalkTitle_4015142719	DialogData_TalkRoleName_4015142719
4015142720			1	1427									DialogData_TalkContent_4015142720	DialogData_TalkTitle_4015142720	DialogData_TalkRoleName_4015142720
4015142721	4015142722		1	1427									DialogData_TalkContent_4015142721	DialogData_TalkTitle_4015142721	DialogData_TalkRoleName_4015142721
4015142722			1	1427									DialogData_TalkContent_4015142722	DialogData_TalkTitle_4015142722	DialogData_TalkRoleName_4015142722
4015142799			1	1427									DialogData_TalkContent_4015142799	DialogData_TalkTitle_4015142799	DialogData_TalkRoleName_4015142799
4015142901	4015142902,4015142905		1	1429					TEST/LerpInNpc				DialogData_TalkContent_4015142901	DialogData_TalkTitle_4015142901	DialogData_TalkRoleName_4015142901
4015142902	4015142906		2										DialogData_TalkContent_4015142902	DialogData_TalkTitle_4015142902	DialogData_TalkRoleName_4015142902
4015142903	4015142908		2										DialogData_TalkContent_4015142903	DialogData_TalkTitle_4015142903	DialogData_TalkRoleName_4015142903
4015142904	4015142910		2										DialogData_TalkContent_4015142904	DialogData_TalkTitle_4015142904	DialogData_TalkRoleName_4015142904
4015142905	4015142912		2										DialogData_TalkContent_4015142905	DialogData_TalkTitle_4015142905	DialogData_TalkRoleName_4015142905
4015142906	4015142907		1	1429									DialogData_TalkContent_4015142906	DialogData_TalkTitle_4015142906	DialogData_TalkRoleName_4015142906
4015142907	4015142903,4015142904		1	1429									DialogData_TalkContent_4015142907	DialogData_TalkTitle_4015142907	DialogData_TalkRoleName_4015142907
4015142908	4015142909		1	1429									DialogData_TalkContent_4015142908	DialogData_TalkTitle_4015142908	DialogData_TalkRoleName_4015142908
4015142909			1	1429									DialogData_TalkContent_4015142909	DialogData_TalkTitle_4015142909	DialogData_TalkRoleName_4015142909
4015142910	4015142911		1	1429									DialogData_TalkContent_4015142910	DialogData_TalkTitle_4015142910	DialogData_TalkRoleName_4015142910
4015142911			1	1429									DialogData_TalkContent_4015142911	DialogData_TalkTitle_4015142911	DialogData_TalkRoleName_4015142911
4015142912			1	1429									DialogData_TalkContent_4015142912	DialogData_TalkTitle_4015142912	DialogData_TalkRoleName_4015142912
4015142999			1	1429									DialogData_TalkContent_4015142999	DialogData_TalkTitle_4015142999	DialogData_TalkRoleName_4015142999
4015143001	4015143002,4015143003,4015143004,4015143005		1	1430					TEST/LerpInNpc				DialogData_TalkContent_4015143001	DialogData_TalkTitle_4015143001	DialogData_TalkRoleName_4015143001
4015143002	4015143006		1	1430									DialogData_TalkContent_4015143002	DialogData_TalkTitle_4015143002	DialogData_TalkRoleName_4015143002
4015143003	4015143008		1	1430									DialogData_TalkContent_4015143003	DialogData_TalkTitle_4015143003	DialogData_TalkRoleName_4015143003
4015143004	4015143010		1	1430									DialogData_TalkContent_4015143004	DialogData_TalkTitle_4015143004	DialogData_TalkRoleName_4015143004
4015143005	4015143012		1	1430									DialogData_TalkContent_4015143005	DialogData_TalkTitle_4015143005	DialogData_TalkRoleName_4015143005
4015143006	4015143007		1	1430									DialogData_TalkContent_4015143006	DialogData_TalkTitle_4015143006	DialogData_TalkRoleName_4015143006
4015143007			1	1430									DialogData_TalkContent_4015143007	DialogData_TalkTitle_4015143007	DialogData_TalkRoleName_4015143007
4015143008	4015143009		1	1430									DialogData_TalkContent_4015143008	DialogData_TalkTitle_4015143008	DialogData_TalkRoleName_4015143008
4015143009			1	1430									DialogData_TalkContent_4015143009	DialogData_TalkTitle_4015143009	DialogData_TalkRoleName_4015143009
4015143010	4015143011		1	1430									DialogData_TalkContent_4015143010	DialogData_TalkTitle_4015143010	DialogData_TalkRoleName_4015143010
4015143011			1	1430									DialogData_TalkContent_4015143011	DialogData_TalkTitle_4015143011	DialogData_TalkRoleName_4015143011
4015143012			1	1430									DialogData_TalkContent_4015143012	DialogData_TalkTitle_4015143012	DialogData_TalkRoleName_4015143012
4015143099			1	1430									DialogData_TalkContent_4015143099	DialogData_TalkTitle_4015143099	DialogData_TalkRoleName_4015143099
4015143101	4015143102,4015143105		1	1431					TEST/LerpInNpc				DialogData_TalkContent_4015143101	DialogData_TalkTitle_4015143101	DialogData_TalkRoleName_4015143101
4015143102	4015143106		2										DialogData_TalkContent_4015143102	DialogData_TalkTitle_4015143102	DialogData_TalkRoleName_4015143102
4015143103	4015143108		2										DialogData_TalkContent_4015143103	DialogData_TalkTitle_4015143103	DialogData_TalkRoleName_4015143103
4015143104	4015143110		2										DialogData_TalkContent_4015143104	DialogData_TalkTitle_4015143104	DialogData_TalkRoleName_4015143104
4015143105	4015143113		2										DialogData_TalkContent_4015143105	DialogData_TalkTitle_4015143105	DialogData_TalkRoleName_4015143105
4015143106	4015143107		1	1431									DialogData_TalkContent_4015143106	DialogData_TalkTitle_4015143106	DialogData_TalkRoleName_4015143106
4015143107	4015143103,4015143104		1	1431									DialogData_TalkContent_4015143107	DialogData_TalkTitle_4015143107	DialogData_TalkRoleName_4015143107
4015143108	4015143109		1	1431									DialogData_TalkContent_4015143108	DialogData_TalkTitle_4015143108	DialogData_TalkRoleName_4015143108
4015143109			1	1431									DialogData_TalkContent_4015143109	DialogData_TalkTitle_4015143109	DialogData_TalkRoleName_4015143109
4015143110	4015143111		1	1431									DialogData_TalkContent_4015143110	DialogData_TalkTitle_4015143110	DialogData_TalkRoleName_4015143110
4015143111	4015143112		1	1431									DialogData_TalkContent_4015143111	DialogData_TalkTitle_4015143111	DialogData_TalkRoleName_4015143111
4015143112	4015143113		1	1431									DialogData_TalkContent_4015143112	DialogData_TalkTitle_4015143112	DialogData_TalkRoleName_4015143112
4015143113			1	1431									DialogData_TalkContent_4015143113	DialogData_TalkTitle_4015143113	DialogData_TalkRoleName_4015143113
4015143199			1	1431									DialogData_TalkContent_4015143199	DialogData_TalkTitle_4015143199	DialogData_TalkRoleName_4015143199
4015143301	4015143302,4015143303,4015143304		1	1433					TEST/LerpInNpc				DialogData_TalkContent_4015143301	DialogData_TalkTitle_4015143301	DialogData_TalkRoleName_4015143301
4015143302	4015143305		1	1433									DialogData_TalkContent_4015143302	DialogData_TalkTitle_4015143302	DialogData_TalkRoleName_4015143302
4015143303	4015143309		1	1433									DialogData_TalkContent_4015143303	DialogData_TalkTitle_4015143303	DialogData_TalkRoleName_4015143303
4015143304	4015143311		1	1433									DialogData_TalkContent_4015143304	DialogData_TalkTitle_4015143304	DialogData_TalkRoleName_4015143304
4015143305	4015143306		1	1433									DialogData_TalkContent_4015143305	DialogData_TalkTitle_4015143305	DialogData_TalkRoleName_4015143305
4015143306	4015143307		1	1433									DialogData_TalkContent_4015143306	DialogData_TalkTitle_4015143306	DialogData_TalkRoleName_4015143306
4015143307	4015143308		1	1433									DialogData_TalkContent_4015143307	DialogData_TalkTitle_4015143307	DialogData_TalkRoleName_4015143307
4015143308	4015143302,4015143303,4015143304		1	1433									DialogData_TalkContent_4015143308	DialogData_TalkTitle_4015143308	DialogData_TalkRoleName_4015143308
4015143309	4015143310		1	1433									DialogData_TalkContent_4015143309	DialogData_TalkTitle_4015143309	DialogData_TalkRoleName_4015143309
4015143310	4015143302,4015143303,4015143304		1	1433									DialogData_TalkContent_4015143310	DialogData_TalkTitle_4015143310	DialogData_TalkRoleName_4015143310
4015143311			1	1433									DialogData_TalkContent_4015143311	DialogData_TalkTitle_4015143311	DialogData_TalkRoleName_4015143311
4015143399			1	1433									DialogData_TalkContent_4015143399	DialogData_TalkTitle_4015143399	DialogData_TalkRoleName_4015143399
4015143501	4015143516,4015143505		1	1435					TEST/LerpInNpc				DialogData_TalkContent_4015143501	DialogData_TalkTitle_4015143501	DialogData_TalkRoleName_4015143501
4015143502	4015143506		1	1435								UI_NPCTopIcon_Souvenir	DialogData_TalkContent_4015143502	DialogData_TalkTitle_4015143502	DialogData_TalkRoleName_4015143502
4015143516	4015143517		2										DialogData_TalkContent_4015143516	DialogData_TalkTitle_4015143516	DialogData_TalkRoleName_4015143516
4015143517	4015143503,4015143504		1	1435									DialogData_TalkContent_4015143517	DialogData_TalkTitle_4015143517	DialogData_TalkRoleName_4015143517
4015143503	4015143507	1	2										DialogData_TalkContent_4015143503	DialogData_TalkTitle_4015143503	DialogData_TalkRoleName_4015143503
4015143504	4015143510	1	2										DialogData_TalkContent_4015143504	DialogData_TalkTitle_4015143504	DialogData_TalkRoleName_4015143504
4015143505	4015143515	1	2										DialogData_TalkContent_4015143505	DialogData_TalkTitle_4015143505	DialogData_TalkRoleName_4015143505
4015143506			1	1435						Shop/shop_open_1002			DialogData_TalkContent_4015143506	DialogData_TalkTitle_4015143506	DialogData_TalkRoleName_4015143506
4015143507	4015143508		1	1435									DialogData_TalkContent_4015143507	DialogData_TalkTitle_4015143507	DialogData_TalkRoleName_4015143507
4015143508	4015143509		1	1435									DialogData_TalkContent_4015143508	DialogData_TalkTitle_4015143508	DialogData_TalkRoleName_4015143508
4015143509			1	1435									DialogData_TalkContent_4015143509	DialogData_TalkTitle_4015143509	DialogData_TalkRoleName_4015143509
4015143510	4015143511		1	1435									DialogData_TalkContent_4015143510	DialogData_TalkTitle_4015143510	DialogData_TalkRoleName_4015143510
4015143511	4015143512		1	1435									DialogData_TalkContent_4015143511	DialogData_TalkTitle_4015143511	DialogData_TalkRoleName_4015143511
4015143512	4015143513		1	1435									DialogData_TalkContent_4015143512	DialogData_TalkTitle_4015143512	DialogData_TalkRoleName_4015143512
4015143513	4015143514		1	1435									DialogData_TalkContent_4015143513	DialogData_TalkTitle_4015143513	DialogData_TalkRoleName_4015143513
4015143514			1	1435									DialogData_TalkContent_4015143514	DialogData_TalkTitle_4015143514	DialogData_TalkRoleName_4015143514
4015143515			1	1435									DialogData_TalkContent_4015143515	DialogData_TalkTitle_4015143515	DialogData_TalkRoleName_4015143515
4015143551	4015143502,4015143516,4015143505		1	1435					TEST/LerpInNpc				DialogData_TalkContent_4015143551	DialogData_TalkTitle_4015143551	DialogData_TalkRoleName_4015143551
4015143599			1	1435									DialogData_TalkContent_4015143599	DialogData_TalkTitle_4015143599	DialogData_TalkRoleName_4015143599
4015146901	4015146902		1	1469					TEST/LerpInNpc				DialogData_TalkContent_4015146901	DialogData_TalkTitle_4015146901	DialogData_TalkRoleName_4015146901
4015146902			1	1469									DialogData_TalkContent_4015146902	DialogData_TalkTitle_4015146902	DialogData_TalkRoleName_4015146902
4015146903	4015146907		2									UI_NPCTopIcon_EditTeam	DialogData_TalkContent_4015146903	DialogData_TalkTitle_4015146903	DialogData_TalkRoleName_4015146903
4015146920	4015146921		2										DialogData_TalkContent_4015146920	DialogData_TalkTitle_4015146920	DialogData_TalkRoleName_4015146920
4015146921	4015146904,4015146905		1	1469									DialogData_TalkContent_4015146921	DialogData_TalkTitle_4015146921	DialogData_TalkRoleName_4015146921
4015146904	4015146908		2										DialogData_TalkContent_4015146904	DialogData_TalkTitle_4015146904	DialogData_TalkRoleName_4015146904
4015146905	4015146913		2										DialogData_TalkContent_4015146905	DialogData_TalkTitle_4015146905	DialogData_TalkRoleName_4015146905
4015146906	4015146919		2										DialogData_TalkContent_4015146906	DialogData_TalkTitle_4015146906	DialogData_TalkRoleName_4015146906
4015146907			1	1469						UI/open_teampage			DialogData_TalkContent_4015146907	DialogData_TalkTitle_4015146907	DialogData_TalkRoleName_4015146907
4015146908	4015146909		1	1469									DialogData_TalkContent_4015146908	DialogData_TalkTitle_4015146908	DialogData_TalkRoleName_4015146908
4015146909	4015146910		1	1469									DialogData_TalkContent_4015146909	DialogData_TalkTitle_4015146909	DialogData_TalkRoleName_4015146909
4015146910	4015146911		1	1469									DialogData_TalkContent_4015146910	DialogData_TalkTitle_4015146910	DialogData_TalkRoleName_4015146910
4015146911	4015146912		1	1469									DialogData_TalkContent_4015146911	DialogData_TalkTitle_4015146911	DialogData_TalkRoleName_4015146911
4015146912			1	1469									DialogData_TalkContent_4015146912	DialogData_TalkTitle_4015146912	DialogData_TalkRoleName_4015146912
4015146913	4015146914		1	1469									DialogData_TalkContent_4015146913	DialogData_TalkTitle_4015146913	DialogData_TalkRoleName_4015146913
4015146914	4015146915		1	1469									DialogData_TalkContent_4015146914	DialogData_TalkTitle_4015146914	DialogData_TalkRoleName_4015146914
4015146915	4015146916		1	1469									DialogData_TalkContent_4015146915	DialogData_TalkTitle_4015146915	DialogData_TalkRoleName_4015146915
4015146916	4015146917		1	1469									DialogData_TalkContent_4015146916	DialogData_TalkTitle_4015146916	DialogData_TalkRoleName_4015146916
4015146917	4015146918		1	1469									DialogData_TalkContent_4015146917	DialogData_TalkTitle_4015146917	DialogData_TalkRoleName_4015146917
4015146918			1	1469									DialogData_TalkContent_4015146918	DialogData_TalkTitle_4015146918	DialogData_TalkRoleName_4015146918
4015146919			1	1469									DialogData_TalkContent_4015146919	DialogData_TalkTitle_4015146919	DialogData_TalkRoleName_4015146919
4015146961	4015146962,4015146965,4015146966		1	1469					TEST/LerpInNpc				DialogData_TalkContent_4015146961	DialogData_TalkTitle_4015146961	DialogData_TalkRoleName_4015146961
4015146962	4015146963		2									UI_NPCTopIcon_EditTeam	DialogData_TalkContent_4015146962	DialogData_TalkTitle_4015146962	DialogData_TalkRoleName_4015146962
4015146963	4015146964		2										DialogData_TalkContent_4015146963	DialogData_TalkTitle_4015146963	DialogData_TalkRoleName_4015146963
4015146964			1	1469						UI/open_teampage			DialogData_TalkContent_4015146964	DialogData_TalkTitle_4015146964	DialogData_TalkRoleName_4015146964
4015146965	4015146967		2										DialogData_TalkContent_4015146965	DialogData_TalkTitle_4015146965	DialogData_TalkRoleName_4015146965
4015146966	4015146969		2										DialogData_TalkContent_4015146966	DialogData_TalkTitle_4015146966	DialogData_TalkRoleName_4015146966
4015146967	4015146968		1	1469									DialogData_TalkContent_4015146967	DialogData_TalkTitle_4015146967	DialogData_TalkRoleName_4015146967
4015146968			1	1469									DialogData_TalkContent_4015146968	DialogData_TalkTitle_4015146968	DialogData_TalkRoleName_4015146968
4015146969			1	1469									DialogData_TalkContent_4015146969	DialogData_TalkTitle_4015146969	DialogData_TalkRoleName_4015146969
4015146999			1	1469									DialogData_TalkContent_4015146999	DialogData_TalkTitle_4015146999	DialogData_TalkRoleName_4015146999
4015146930	4015146970		1	1469									DialogData_TalkContent_4015146930	DialogData_TalkTitle_4015146930	DialogData_TalkRoleName_4015146930
4015146970	4015146931		1	1469									DialogData_TalkContent_4015146970	DialogData_TalkTitle_4015146970	DialogData_TalkRoleName_4015146970
4015146931	4015146932,4015146933,4015146934,4015146935,4015146936		1	1469									DialogData_TalkContent_4015146931	DialogData_TalkTitle_4015146931	DialogData_TalkRoleName_4015146931
4015146932	4015146937		1	1469									DialogData_TalkContent_4015146932	DialogData_TalkTitle_4015146932	DialogData_TalkRoleName_4015146932
4015146933	4015146940		1	1469									DialogData_TalkContent_4015146933	DialogData_TalkTitle_4015146933	DialogData_TalkRoleName_4015146933
4015146934	4015146949		1	1469									DialogData_TalkContent_4015146934	DialogData_TalkTitle_4015146934	DialogData_TalkRoleName_4015146934
4015146935	4015146959		1	1469									DialogData_TalkContent_4015146935	DialogData_TalkTitle_4015146935	DialogData_TalkRoleName_4015146935
4015146936	4015146919		1	1469									DialogData_TalkContent_4015146936	DialogData_TalkTitle_4015146936	DialogData_TalkRoleName_4015146936
4015146937	4015146938		1	1469									DialogData_TalkContent_4015146937	DialogData_TalkTitle_4015146937	DialogData_TalkRoleName_4015146937
4015146938	4015146939		1	1469									DialogData_TalkContent_4015146938	DialogData_TalkTitle_4015146938	DialogData_TalkRoleName_4015146938
4015146939	4015146932,4015146933,4015146934,4015146935,4015146936		1	1469									DialogData_TalkContent_4015146939	DialogData_TalkTitle_4015146939	DialogData_TalkRoleName_4015146939
4015146940	4015146941		1	1469									DialogData_TalkContent_4015146940	DialogData_TalkTitle_4015146940	DialogData_TalkRoleName_4015146940
4015146941	4015146942,4015146943,4015146945,4015146936		1	1469									DialogData_TalkContent_4015146941	DialogData_TalkTitle_4015146941	DialogData_TalkRoleName_4015146941
4015146942	4015146946		1	1469									DialogData_TalkContent_4015146942	DialogData_TalkTitle_4015146942	DialogData_TalkRoleName_4015146942
4015146943	4015146947		1	1469									DialogData_TalkContent_4015146943	DialogData_TalkTitle_4015146943	DialogData_TalkRoleName_4015146943
4015146944	4015146942,4015146943,4015146945,4015146936		1	1469									DialogData_TalkContent_4015146944	DialogData_TalkTitle_4015146944	DialogData_TalkRoleName_4015146944
4015146945	4015146939		1	1469									DialogData_TalkContent_4015146945	DialogData_TalkTitle_4015146945	DialogData_TalkRoleName_4015146945
4015146946	4015146944		1	1469									DialogData_TalkContent_4015146946	DialogData_TalkTitle_4015146946	DialogData_TalkRoleName_4015146946
4015146947	4015146948		1	1469									DialogData_TalkContent_4015146947	DialogData_TalkTitle_4015146947	DialogData_TalkRoleName_4015146947
4015146948	4015146944		1	1469									DialogData_TalkContent_4015146948	DialogData_TalkTitle_4015146948	DialogData_TalkRoleName_4015146948
4015146949	4015146950,4015146951,4015146952,4015146953,4015146945,4015146936		1	1469									DialogData_TalkContent_4015146949	DialogData_TalkTitle_4015146949	DialogData_TalkRoleName_4015146949
4015146950	4015146955		1	1469									DialogData_TalkContent_4015146950	DialogData_TalkTitle_4015146950	DialogData_TalkRoleName_4015146950
4015146951	4015146956		1	1469									DialogData_TalkContent_4015146951	DialogData_TalkTitle_4015146951	DialogData_TalkRoleName_4015146951
4015146952	4015146957		1	1469									DialogData_TalkContent_4015146952	DialogData_TalkTitle_4015146952	DialogData_TalkRoleName_4015146952
4015146953	4015146958		1	1469									DialogData_TalkContent_4015146953	DialogData_TalkTitle_4015146953	DialogData_TalkRoleName_4015146953
4015146954	4015146950,4015146951,4015146952,4015146953,4015146945,4015146936		1	1469									DialogData_TalkContent_4015146954	DialogData_TalkTitle_4015146954	DialogData_TalkRoleName_4015146954
4015146955	4015146954		1	1469									DialogData_TalkContent_4015146955	DialogData_TalkTitle_4015146955	DialogData_TalkRoleName_4015146955
4015146956	4015146954		1	1469									DialogData_TalkContent_4015146956	DialogData_TalkTitle_4015146956	DialogData_TalkRoleName_4015146956
4015146957	4015146954		1	1469									DialogData_TalkContent_4015146957	DialogData_TalkTitle_4015146957	DialogData_TalkRoleName_4015146957
4015146958	4015146954		1	1469									DialogData_TalkContent_4015146958	DialogData_TalkTitle_4015146958	DialogData_TalkRoleName_4015146958
4015146959	4015146960		1	1469									DialogData_TalkContent_4015146959	DialogData_TalkTitle_4015146959	DialogData_TalkRoleName_4015146959
4015146960	4015146939		1	1469									DialogData_TalkContent_4015146960	DialogData_TalkTitle_4015146960	DialogData_TalkRoleName_4015146960
4015143701	4015143702,4015143703,4015143704		1	1437					TEST/LerpInNpc				DialogData_TalkContent_4015143701	DialogData_TalkTitle_4015143701	DialogData_TalkRoleName_4015143701
4015143702	4015143705		1	1437									DialogData_TalkContent_4015143702	DialogData_TalkTitle_4015143702	DialogData_TalkRoleName_4015143702
4015143703	4015143707		1	1437									DialogData_TalkContent_4015143703	DialogData_TalkTitle_4015143703	DialogData_TalkRoleName_4015143703
4015143704	4015143709		1	1437									DialogData_TalkContent_4015143704	DialogData_TalkTitle_4015143704	DialogData_TalkRoleName_4015143704
4015143705	4015143706		1	1437									DialogData_TalkContent_4015143705	DialogData_TalkTitle_4015143705	DialogData_TalkRoleName_4015143705
4015143706	4015143702,4015143703,4015143704		1	1437									DialogData_TalkContent_4015143706	DialogData_TalkTitle_4015143706	DialogData_TalkRoleName_4015143706
4015143707	4015143708		1	1437									DialogData_TalkContent_4015143707	DialogData_TalkTitle_4015143707	DialogData_TalkRoleName_4015143707
4015143708	4015143702,4015143703,4015143704		1	1437									DialogData_TalkContent_4015143708	DialogData_TalkTitle_4015143708	DialogData_TalkRoleName_4015143708
4015143709	4015143710		1	1437									DialogData_TalkContent_4015143709	DialogData_TalkTitle_4015143709	DialogData_TalkRoleName_4015143709
4015143710			1	1437									DialogData_TalkContent_4015143710	DialogData_TalkTitle_4015143710	DialogData_TalkRoleName_4015143710
4015143799			1	1437									DialogData_TalkContent_4015143799	DialogData_TalkTitle_4015143799	DialogData_TalkRoleName_4015143799
4015143901	4015143902,4015143905		1	1439					TEST/LerpInNpc				DialogData_TalkContent_4015143901	DialogData_TalkTitle_4015143901	DialogData_TalkRoleName_4015143901
4015143902	4015143906		2										DialogData_TalkContent_4015143902	DialogData_TalkTitle_4015143902	DialogData_TalkRoleName_4015143902
4015143903	4015143910		2										DialogData_TalkContent_4015143903	DialogData_TalkTitle_4015143903	DialogData_TalkRoleName_4015143903
4015143904	4015143915		2										DialogData_TalkContent_4015143904	DialogData_TalkTitle_4015143904	DialogData_TalkRoleName_4015143904
4015143905	4015143919		2										DialogData_TalkContent_4015143905	DialogData_TalkTitle_4015143905	DialogData_TalkRoleName_4015143905
4015143906	4015143907		1	1439									DialogData_TalkContent_4015143906	DialogData_TalkTitle_4015143906	DialogData_TalkRoleName_4015143906
4015143907	4015143908		1	1439									DialogData_TalkContent_4015143907	DialogData_TalkTitle_4015143907	DialogData_TalkRoleName_4015143907
4015143908	4015143909		1	1439									DialogData_TalkContent_4015143908	DialogData_TalkTitle_4015143908	DialogData_TalkRoleName_4015143908
4015143909	4015143903,4015143904		1	1439									DialogData_TalkContent_4015143909	DialogData_TalkTitle_4015143909	DialogData_TalkRoleName_4015143909
4015143910	4015143911		1	1439									DialogData_TalkContent_4015143910	DialogData_TalkTitle_4015143910	DialogData_TalkRoleName_4015143910
4015143911	4015143912		1	1439									DialogData_TalkContent_4015143911	DialogData_TalkTitle_4015143911	DialogData_TalkRoleName_4015143911
4015143912	4015143913		1	1439									DialogData_TalkContent_4015143912	DialogData_TalkTitle_4015143912	DialogData_TalkRoleName_4015143912
4015143913	4015143914		1	1439									DialogData_TalkContent_4015143913	DialogData_TalkTitle_4015143913	DialogData_TalkRoleName_4015143913
4015143914			1	1439									DialogData_TalkContent_4015143914	DialogData_TalkTitle_4015143914	DialogData_TalkRoleName_4015143914
