ID	图标	类型	重量	排序权重	物件ID	可丢弃	使用等级	圣遗物类别	展示图片	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	突破等级上限	基础转化经验	Name	Desc
56311	UI_RelicIcon_10006_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10006_1	3	5000	301	1	10006	3	3460	ReliquaryData_Name_56311	ReliquaryData_Desc_56311
56312	UI_RelicIcon_10006_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10006_1	3	5000	301	2	10006	3	3840	ReliquaryData_Name_56312	ReliquaryData_Desc_56312
56313	UI_RelicIcon_10006_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10006_1	3	5000	301	3	10006	3	4270	ReliquaryData_Name_56313	ReliquaryData_Desc_56313
56314	UI_RelicIcon_10006_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10006_1	3	5000	301	4	10006	3	4750	ReliquaryData_Name_56314	ReliquaryData_Desc_56314
56320	UI_RelicIcon_10006_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10006_2	3	2000	301	0	10006	3	3110	ReliquaryData_Name_56320	ReliquaryData_Desc_56320
56321	UI_RelicIcon_10006_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10006_2	3	2000	301	1	10006	3	3460	ReliquaryData_Name_56321	ReliquaryData_Desc_56321
56322	UI_RelicIcon_10006_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10006_2	3	2000	301	2	10006	3	3840	ReliquaryData_Name_56322	ReliquaryData_Desc_56322
56323	UI_RelicIcon_10006_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10006_2	3	2000	301	3	10006	3	4270	ReliquaryData_Name_56323	ReliquaryData_Desc_56323
56324	UI_RelicIcon_10006_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10006_2	3	2000	301	4	10006	3	4750	ReliquaryData_Name_56324	ReliquaryData_Desc_56324
56330	UI_RelicIcon_10006_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10006_3	3	3000	301	0	10006	3	3110	ReliquaryData_Name_56330	ReliquaryData_Desc_56330
56331	UI_RelicIcon_10006_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10006_3	3	3000	301	1	10006	3	3460	ReliquaryData_Name_56331	ReliquaryData_Desc_56331
56332	UI_RelicIcon_10006_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10006_3	3	3000	301	2	10006	3	3840	ReliquaryData_Name_56332	ReliquaryData_Desc_56332
56333	UI_RelicIcon_10006_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10006_3	3	3000	301	3	10006	3	4270	ReliquaryData_Name_56333	ReliquaryData_Desc_56333
56334	UI_RelicIcon_10006_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10006_3	3	3000	301	4	10006	3	4750	ReliquaryData_Name_56334	ReliquaryData_Desc_56334
56340	UI_RelicIcon_10006_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10006_4	3	4000	301	0	10006	3	3110	ReliquaryData_Name_56340	ReliquaryData_Desc_56340
56341	UI_RelicIcon_10006_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10006_4	3	4000	301	1	10006	3	3460	ReliquaryData_Name_56341	ReliquaryData_Desc_56341
56342	UI_RelicIcon_10006_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10006_4	3	4000	301	2	10006	3	3840	ReliquaryData_Name_56342	ReliquaryData_Desc_56342
56343	UI_RelicIcon_10006_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10006_4	3	4000	301	3	10006	3	4270	ReliquaryData_Name_56343	ReliquaryData_Desc_56343
56344	UI_RelicIcon_10006_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10006_4	3	4000	301	4	10006	3	4750	ReliquaryData_Name_56344	ReliquaryData_Desc_56344
56350	UI_RelicIcon_10006_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10006_5	3	1000	301	0	10006	3	3110	ReliquaryData_Name_56350	ReliquaryData_Desc_56350
56351	UI_RelicIcon_10006_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10006_5	3	1000	301	1	10006	3	3460	ReliquaryData_Name_56351	ReliquaryData_Desc_56351
56352	UI_RelicIcon_10006_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10006_5	3	1000	301	2	10006	3	3840	ReliquaryData_Name_56352	ReliquaryData_Desc_56352
56353	UI_RelicIcon_10006_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10006_5	3	1000	301	3	10006	3	4270	ReliquaryData_Name_56353	ReliquaryData_Desc_56353
56354	UI_RelicIcon_10006_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10006_5	3	1000	301	4	10006	3	4750	ReliquaryData_Name_56354	ReliquaryData_Desc_56354
57210	UI_RelicIcon_10007_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10007_1	2	5000	201	0	10007	2	2490	ReliquaryData_Name_57210	ReliquaryData_Desc_57210
57211	UI_RelicIcon_10007_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10007_1	2	5000	201	1	10007	2	2770	ReliquaryData_Name_57211	ReliquaryData_Desc_57211
57212	UI_RelicIcon_10007_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10007_1	2	5000	201	2	10007	2	3070	ReliquaryData_Name_57212	ReliquaryData_Desc_57212
57213	UI_RelicIcon_10007_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10007_1	2	5000	201	3	10007	2	3420	ReliquaryData_Name_57213	ReliquaryData_Desc_57213
57214	UI_RelicIcon_10007_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10007_1	2	5000	201	4	10007	2	3800	ReliquaryData_Name_57214	ReliquaryData_Desc_57214
57220	UI_RelicIcon_10007_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10007_2	2	2000	201	0	10007	2	2490	ReliquaryData_Name_57220	ReliquaryData_Desc_57220
57221	UI_RelicIcon_10007_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10007_2	2	2000	201	1	10007	2	2770	ReliquaryData_Name_57221	ReliquaryData_Desc_57221
57222	UI_RelicIcon_10007_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10007_2	2	2000	201	2	10007	2	3070	ReliquaryData_Name_57222	ReliquaryData_Desc_57222
57223	UI_RelicIcon_10007_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10007_2	2	2000	201	3	10007	2	3420	ReliquaryData_Name_57223	ReliquaryData_Desc_57223
57224	UI_RelicIcon_10007_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10007_2	2	2000	201	4	10007	2	3800	ReliquaryData_Name_57224	ReliquaryData_Desc_57224
57230	UI_RelicIcon_10007_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10007_3	2	3000	201	0	10007	2	2490	ReliquaryData_Name_57230	ReliquaryData_Desc_57230
57231	UI_RelicIcon_10007_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10007_3	2	3000	201	1	10007	2	2770	ReliquaryData_Name_57231	ReliquaryData_Desc_57231
57232	UI_RelicIcon_10007_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10007_3	2	3000	201	2	10007	2	3070	ReliquaryData_Name_57232	ReliquaryData_Desc_57232
57233	UI_RelicIcon_10007_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10007_3	2	3000	201	3	10007	2	3420	ReliquaryData_Name_57233	ReliquaryData_Desc_57233
57234	UI_RelicIcon_10007_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10007_3	2	3000	201	4	10007	2	3800	ReliquaryData_Name_57234	ReliquaryData_Desc_57234
57240	UI_RelicIcon_10007_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10007_4	2	4000	201	0	10007	2	2490	ReliquaryData_Name_57240	ReliquaryData_Desc_57240
57241	UI_RelicIcon_10007_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10007_4	2	4000	201	1	10007	2	2770	ReliquaryData_Name_57241	ReliquaryData_Desc_57241
57242	UI_RelicIcon_10007_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10007_4	2	4000	201	2	10007	2	3070	ReliquaryData_Name_57242	ReliquaryData_Desc_57242
57243	UI_RelicIcon_10007_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10007_4	2	4000	201	3	10007	2	3420	ReliquaryData_Name_57243	ReliquaryData_Desc_57243
57244	UI_RelicIcon_10007_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10007_4	2	4000	201	4	10007	2	3800	ReliquaryData_Name_57244	ReliquaryData_Desc_57244
57250	UI_RelicIcon_10007_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10007_5	2	1000	201	0	10007	2	2490	ReliquaryData_Name_57250	ReliquaryData_Desc_57250
57251	UI_RelicIcon_10007_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10007_5	2	1000	201	1	10007	2	2770	ReliquaryData_Name_57251	ReliquaryData_Desc_57251
57252	UI_RelicIcon_10007_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10007_5	2	1000	201	2	10007	2	3070	ReliquaryData_Name_57252	ReliquaryData_Desc_57252
57253	UI_RelicIcon_10007_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10007_5	2	1000	201	3	10007	2	3420	ReliquaryData_Name_57253	ReliquaryData_Desc_57253
57254	UI_RelicIcon_10007_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10007_5	2	1000	201	4	10007	2	3800	ReliquaryData_Name_57254	ReliquaryData_Desc_57254
57310	UI_RelicIcon_10007_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10007_1	3	5000	301	0	10007	3	3110	ReliquaryData_Name_57310	ReliquaryData_Desc_57310
57311	UI_RelicIcon_10007_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10007_1	3	5000	301	1	10007	3	3460	ReliquaryData_Name_57311	ReliquaryData_Desc_57311
57312	UI_RelicIcon_10007_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10007_1	3	5000	301	2	10007	3	3840	ReliquaryData_Name_57312	ReliquaryData_Desc_57312
57313	UI_RelicIcon_10007_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10007_1	3	5000	301	3	10007	3	4270	ReliquaryData_Name_57313	ReliquaryData_Desc_57313
57314	UI_RelicIcon_10007_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10007_1	3	5000	301	4	10007	3	4750	ReliquaryData_Name_57314	ReliquaryData_Desc_57314
57320	UI_RelicIcon_10007_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10007_2	3	2000	301	0	10007	3	3110	ReliquaryData_Name_57320	ReliquaryData_Desc_57320
57321	UI_RelicIcon_10007_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10007_2	3	2000	301	1	10007	3	3460	ReliquaryData_Name_57321	ReliquaryData_Desc_57321
57322	UI_RelicIcon_10007_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10007_2	3	2000	301	2	10007	3	3840	ReliquaryData_Name_57322	ReliquaryData_Desc_57322
57323	UI_RelicIcon_10007_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10007_2	3	2000	301	3	10007	3	4270	ReliquaryData_Name_57323	ReliquaryData_Desc_57323
57324	UI_RelicIcon_10007_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10007_2	3	2000	301	4	10007	3	4750	ReliquaryData_Name_57324	ReliquaryData_Desc_57324
57330	UI_RelicIcon_10007_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10007_3	3	3000	301	0	10007	3	3110	ReliquaryData_Name_57330	ReliquaryData_Desc_57330
57331	UI_RelicIcon_10007_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10007_3	3	3000	301	1	10007	3	3460	ReliquaryData_Name_57331	ReliquaryData_Desc_57331
57332	UI_RelicIcon_10007_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10007_3	3	3000	301	2	10007	3	3840	ReliquaryData_Name_57332	ReliquaryData_Desc_57332
57333	UI_RelicIcon_10007_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10007_3	3	3000	301	3	10007	3	4270	ReliquaryData_Name_57333	ReliquaryData_Desc_57333
57334	UI_RelicIcon_10007_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10007_3	3	3000	301	4	10007	3	4750	ReliquaryData_Name_57334	ReliquaryData_Desc_57334
57340	UI_RelicIcon_10007_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10007_4	3	4000	301	0	10007	3	3110	ReliquaryData_Name_57340	ReliquaryData_Desc_57340
57341	UI_RelicIcon_10007_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10007_4	3	4000	301	1	10007	3	3460	ReliquaryData_Name_57341	ReliquaryData_Desc_57341
57342	UI_RelicIcon_10007_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10007_4	3	4000	301	2	10007	3	3840	ReliquaryData_Name_57342	ReliquaryData_Desc_57342
57343	UI_RelicIcon_10007_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10007_4	3	4000	301	3	10007	3	4270	ReliquaryData_Name_57343	ReliquaryData_Desc_57343
57344	UI_RelicIcon_10007_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10007_4	3	4000	301	4	10007	3	4750	ReliquaryData_Name_57344	ReliquaryData_Desc_57344
57350	UI_RelicIcon_10007_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10007_5	3	1000	301	0	10007	3	3110	ReliquaryData_Name_57350	ReliquaryData_Desc_57350
57351	UI_RelicIcon_10007_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10007_5	3	1000	301	1	10007	3	3460	ReliquaryData_Name_57351	ReliquaryData_Desc_57351
57352	UI_RelicIcon_10007_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10007_5	3	1000	301	2	10007	3	3840	ReliquaryData_Name_57352	ReliquaryData_Desc_57352
57353	UI_RelicIcon_10007_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10007_5	3	1000	301	3	10007	3	4270	ReliquaryData_Name_57353	ReliquaryData_Desc_57353
57354	UI_RelicIcon_10007_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10007_5	3	1000	301	4	10007	3	4750	ReliquaryData_Name_57354	ReliquaryData_Desc_57354
58210	UI_RelicIcon_10008_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10008_1	2	5000	201	0	10008	2	2490	ReliquaryData_Name_58210	ReliquaryData_Desc_58210
58211	UI_RelicIcon_10008_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10008_1	2	5000	201	1	10008	2	2770	ReliquaryData_Name_58211	ReliquaryData_Desc_58211
58212	UI_RelicIcon_10008_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10008_1	2	5000	201	2	10008	2	3070	ReliquaryData_Name_58212	ReliquaryData_Desc_58212
58213	UI_RelicIcon_10008_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10008_1	2	5000	201	3	10008	2	3420	ReliquaryData_Name_58213	ReliquaryData_Desc_58213
58214	UI_RelicIcon_10008_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10008_1	2	5000	201	4	10008	2	3800	ReliquaryData_Name_58214	ReliquaryData_Desc_58214
58220	UI_RelicIcon_10008_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10008_2	2	2000	201	0	10008	2	2490	ReliquaryData_Name_58220	ReliquaryData_Desc_58220
58221	UI_RelicIcon_10008_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10008_2	2	2000	201	1	10008	2	2770	ReliquaryData_Name_58221	ReliquaryData_Desc_58221
58222	UI_RelicIcon_10008_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10008_2	2	2000	201	2	10008	2	3070	ReliquaryData_Name_58222	ReliquaryData_Desc_58222
58223	UI_RelicIcon_10008_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10008_2	2	2000	201	3	10008	2	3420	ReliquaryData_Name_58223	ReliquaryData_Desc_58223
58224	UI_RelicIcon_10008_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10008_2	2	2000	201	4	10008	2	3800	ReliquaryData_Name_58224	ReliquaryData_Desc_58224
58230	UI_RelicIcon_10008_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10008_3	2	3000	201	0	10008	2	2490	ReliquaryData_Name_58230	ReliquaryData_Desc_58230
58231	UI_RelicIcon_10008_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10008_3	2	3000	201	1	10008	2	2770	ReliquaryData_Name_58231	ReliquaryData_Desc_58231
58232	UI_RelicIcon_10008_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10008_3	2	3000	201	2	10008	2	3070	ReliquaryData_Name_58232	ReliquaryData_Desc_58232
58233	UI_RelicIcon_10008_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10008_3	2	3000	201	3	10008	2	3420	ReliquaryData_Name_58233	ReliquaryData_Desc_58233
58234	UI_RelicIcon_10008_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10008_3	2	3000	201	4	10008	2	3800	ReliquaryData_Name_58234	ReliquaryData_Desc_58234
58240	UI_RelicIcon_10008_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10008_4	2	4000	201	0	10008	2	2490	ReliquaryData_Name_58240	ReliquaryData_Desc_58240
58241	UI_RelicIcon_10008_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10008_4	2	4000	201	1	10008	2	2770	ReliquaryData_Name_58241	ReliquaryData_Desc_58241
58242	UI_RelicIcon_10008_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10008_4	2	4000	201	2	10008	2	3070	ReliquaryData_Name_58242	ReliquaryData_Desc_58242
58243	UI_RelicIcon_10008_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10008_4	2	4000	201	3	10008	2	3420	ReliquaryData_Name_58243	ReliquaryData_Desc_58243
58244	UI_RelicIcon_10008_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10008_4	2	4000	201	4	10008	2	3800	ReliquaryData_Name_58244	ReliquaryData_Desc_58244
58250	UI_RelicIcon_10008_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10008_5	2	1000	201	0	10008	2	2490	ReliquaryData_Name_58250	ReliquaryData_Desc_58250
58251	UI_RelicIcon_10008_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10008_5	2	1000	201	1	10008	2	2770	ReliquaryData_Name_58251	ReliquaryData_Desc_58251
58252	UI_RelicIcon_10008_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10008_5	2	1000	201	2	10008	2	3070	ReliquaryData_Name_58252	ReliquaryData_Desc_58252
58253	UI_RelicIcon_10008_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10008_5	2	1000	201	3	10008	2	3420	ReliquaryData_Name_58253	ReliquaryData_Desc_58253
58254	UI_RelicIcon_10008_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10008_5	2	1000	201	4	10008	2	3800	ReliquaryData_Name_58254	ReliquaryData_Desc_58254
58310	UI_RelicIcon_10008_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10008_1	3	5000	301	0	10008	3	3110	ReliquaryData_Name_58310	ReliquaryData_Desc_58310
58311	UI_RelicIcon_10008_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10008_1	3	5000	301	1	10008	3	3460	ReliquaryData_Name_58311	ReliquaryData_Desc_58311
58312	UI_RelicIcon_10008_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10008_1	3	5000	301	2	10008	3	3840	ReliquaryData_Name_58312	ReliquaryData_Desc_58312
58313	UI_RelicIcon_10008_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10008_1	3	5000	301	3	10008	3	4270	ReliquaryData_Name_58313	ReliquaryData_Desc_58313
58314	UI_RelicIcon_10008_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10008_1	3	5000	301	4	10008	3	4750	ReliquaryData_Name_58314	ReliquaryData_Desc_58314
58320	UI_RelicIcon_10008_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10008_2	3	2000	301	0	10008	3	3110	ReliquaryData_Name_58320	ReliquaryData_Desc_58320
58321	UI_RelicIcon_10008_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10008_2	3	2000	301	1	10008	3	3460	ReliquaryData_Name_58321	ReliquaryData_Desc_58321
58322	UI_RelicIcon_10008_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10008_2	3	2000	301	2	10008	3	3840	ReliquaryData_Name_58322	ReliquaryData_Desc_58322
58323	UI_RelicIcon_10008_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10008_2	3	2000	301	3	10008	3	4270	ReliquaryData_Name_58323	ReliquaryData_Desc_58323
58324	UI_RelicIcon_10008_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10008_2	3	2000	301	4	10008	3	4750	ReliquaryData_Name_58324	ReliquaryData_Desc_58324
58330	UI_RelicIcon_10008_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10008_3	3	3000	301	0	10008	3	3110	ReliquaryData_Name_58330	ReliquaryData_Desc_58330
58331	UI_RelicIcon_10008_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10008_3	3	3000	301	1	10008	3	3460	ReliquaryData_Name_58331	ReliquaryData_Desc_58331
58332	UI_RelicIcon_10008_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10008_3	3	3000	301	2	10008	3	3840	ReliquaryData_Name_58332	ReliquaryData_Desc_58332
58333	UI_RelicIcon_10008_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10008_3	3	3000	301	3	10008	3	4270	ReliquaryData_Name_58333	ReliquaryData_Desc_58333
58334	UI_RelicIcon_10008_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10008_3	3	3000	301	4	10008	3	4750	ReliquaryData_Name_58334	ReliquaryData_Desc_58334
58340	UI_RelicIcon_10008_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10008_4	3	4000	301	0	10008	3	3110	ReliquaryData_Name_58340	ReliquaryData_Desc_58340
58341	UI_RelicIcon_10008_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10008_4	3	4000	301	1	10008	3	3460	ReliquaryData_Name_58341	ReliquaryData_Desc_58341
58342	UI_RelicIcon_10008_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10008_4	3	4000	301	2	10008	3	3840	ReliquaryData_Name_58342	ReliquaryData_Desc_58342
58343	UI_RelicIcon_10008_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10008_4	3	4000	301	3	10008	3	4270	ReliquaryData_Name_58343	ReliquaryData_Desc_58343
58344	UI_RelicIcon_10008_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10008_4	3	4000	301	4	10008	3	4750	ReliquaryData_Name_58344	ReliquaryData_Desc_58344
58350	UI_RelicIcon_10008_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10008_5	3	1000	301	0	10008	3	3110	ReliquaryData_Name_58350	ReliquaryData_Desc_58350
58351	UI_RelicIcon_10008_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10008_5	3	1000	301	1	10008	3	3460	ReliquaryData_Name_58351	ReliquaryData_Desc_58351
58352	UI_RelicIcon_10008_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10008_5	3	1000	301	2	10008	3	3840	ReliquaryData_Name_58352	ReliquaryData_Desc_58352
58353	UI_RelicIcon_10008_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10008_5	3	1000	301	3	10008	3	4270	ReliquaryData_Name_58353	ReliquaryData_Desc_58353
58354	UI_RelicIcon_10008_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10008_5	3	1000	301	4	10008	3	4750	ReliquaryData_Name_58354	ReliquaryData_Desc_58354
59110	UI_RelicIcon_10009_1	3	1	10	70600041	0	12	4	Eff_UI_RelicIcon_10009_1	1	5000	101	0	10009	2	1860	ReliquaryData_Name_59110	ReliquaryData_Desc_59110
59111	UI_RelicIcon_10009_1	3	1	10	70600041	0	12	4	Eff_UI_RelicIcon_10009_1	1	5000	101	1	10009	2	2070	ReliquaryData_Name_59111	ReliquaryData_Desc_59111
59112	UI_RelicIcon_10009_1	3	1	10	70600041	0	12	4	Eff_UI_RelicIcon_10009_1	1	5000	101	2	10009	2	2300	ReliquaryData_Name_59112	ReliquaryData_Desc_59112
59113	UI_RelicIcon_10009_1	3	1	10	70600041	0	12	4	Eff_UI_RelicIcon_10009_1	1	5000	101	3	10009	2	2560	ReliquaryData_Name_59113	ReliquaryData_Desc_59113
59114	UI_RelicIcon_10009_1	3	1	10	70600041	0	12	4	Eff_UI_RelicIcon_10009_1	1	5000	101	4	10009	2	2850	ReliquaryData_Name_59114	ReliquaryData_Desc_59114
59120	UI_RelicIcon_10009_2	3	1	10	70600041	0	0	5	Eff_UI_RelicIcon_10009_2	1	2000	101	0	10009	2	1860	ReliquaryData_Name_59120	ReliquaryData_Desc_59120
59121	UI_RelicIcon_10009_2	3	1	10	70600041	0	0	5	Eff_UI_RelicIcon_10009_2	1	2000	101	1	10009	2	2070	ReliquaryData_Name_59121	ReliquaryData_Desc_59121
59122	UI_RelicIcon_10009_2	3	1	10	70600041	0	0	5	Eff_UI_RelicIcon_10009_2	1	2000	101	2	10009	2	2300	ReliquaryData_Name_59122	ReliquaryData_Desc_59122
59123	UI_RelicIcon_10009_2	3	1	10	70600041	0	0	5	Eff_UI_RelicIcon_10009_2	1	2000	101	3	10009	2	2560	ReliquaryData_Name_59123	ReliquaryData_Desc_59123
59124	UI_RelicIcon_10009_2	3	1	10	70600041	0	0	5	Eff_UI_RelicIcon_10009_2	1	2000	101	4	10009	2	2850	ReliquaryData_Name_59124	ReliquaryData_Desc_59124
59130	UI_RelicIcon_10009_3	3	1	10	70600041	0	10	2	Eff_UI_RelicIcon_10009_3	1	3000	101	0	10009	2	1860	ReliquaryData_Name_59130	ReliquaryData_Desc_59130
59131	UI_RelicIcon_10009_3	3	1	10	70600041	0	10	2	Eff_UI_RelicIcon_10009_3	1	3000	101	1	10009	2	2070	ReliquaryData_Name_59131	ReliquaryData_Desc_59131
59132	UI_RelicIcon_10009_3	3	1	10	70600041	0	10	2	Eff_UI_RelicIcon_10009_3	1	3000	101	2	10009	2	2300	ReliquaryData_Name_59132	ReliquaryData_Desc_59132
59133	UI_RelicIcon_10009_3	3	1	10	70600041	0	10	2	Eff_UI_RelicIcon_10009_3	1	3000	101	3	10009	2	2560	ReliquaryData_Name_59133	ReliquaryData_Desc_59133
59134	UI_RelicIcon_10009_3	3	1	10	70600041	0	10	2	Eff_UI_RelicIcon_10009_3	1	3000	101	4	10009	2	2850	ReliquaryData_Name_59134	ReliquaryData_Desc_59134
59140	UI_RelicIcon_10009_4	3	1	10	70600041	0	0	1	Eff_UI_RelicIcon_10009_4	1	4000	101	0	10009	2	1860	ReliquaryData_Name_59140	ReliquaryData_Desc_59140
