ID	Prefab路径	默认阵营	JSON名称	别名	脚本数据路径	Lua脚本路径	Lua数据索引	能否战斗	能否移动	能否发声	是否常驻	部位染色	Billboard类型	Billboard图标	是否不可见	Name
1465	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_19	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_13	Data/ScriptData/PropObject/SP_012	Actor/Npc/NpcMengdeInsomniaStand	13	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1465
1467	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_20	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_14	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	14	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1467
1469	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_15	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_15	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	15	0	1	1	1	Hair,0,C38A7DFF	2	UI_NPCTopIcon_EditTeam		NpcData_Name_1469
1471	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_16	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_16	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	16	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1471
1473	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_17	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_17	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	17	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1473
1475	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DaySit_21	2001	ConfigNpc_Common_AnimatorMove_Male_Sit	MengdeDaySit_1	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDaySit	1	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1475
1477	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DaySit_22	2001	ConfigNpc_Common_AnimatorMove_Male_Sit	MengdeDaySit_2	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDaySit	2	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1477
1479	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_18	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_18	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	18	0	1	1	1	Hair,0,C38A7DFF				NpcData_Name_1479
1480	ART/Char/NPC/NPC_Mengde_Test/NPC_Mengde_Test_Male_01	2001	ConfigNpc_Common_AnimatorMove_Male		Data/ScriptData/PropObject/SP_011			0	1	1		Hair,0,C38A7DFF				NpcData_Name_1480
1481	ART/Char/NPC/NPC_Mengde_Test/NPC_Mengde_Test_Female_01	2001	ConfigNpc_Common_AnimatorMove_Female		Data/ScriptData/PropObject/SP_011			0	1	1		Hair,0,C38A7DFF				NpcData_Name_1481
1482	ART/Char/NPC/NPC_Mengde_Test/NPC_Mengde_Test_Female_02	2001	ConfigNpc_Common_AnimatorMove_Female		Data/ScriptData/PropObject/SP_011			0	1	1		Hair,0,C38A7DFF				NpcData_Name_1482
1483	ART/Char/NPC/NPC_Kanban_Paimon/NPC_Kanban_Paimon	2001	ConfigNpc_Paimon	Paimon469	Data/ScriptData/PropObject/SP_010	Actor/Quest/Q352/Paimon		0	1	1						NpcData_Name_1483
10001	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_10001_Male	2001	ConfigNpc_Common_AnimatorMove_Male	Q357NPC1	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,E1B575FF				NpcData_Name_10001
10002	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_10002_Female	2001	ConfigNpc_Common_AnimatorMove_Female	Q357NPC2	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,C38A7DFF				NpcData_Name_10002
10003	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_10003_Female	2001	ConfigNpc_Common_AnimatorMove_Female	Q357NPC3	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,E1B575FF				NpcData_Name_10003
10004	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_10004_Female	2001	ConfigNpc_Common_AnimatorMove_Female	Q357NPC4	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,C3A07DFF				NpcData_Name_10004
10005	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_10005_Female	2001	ConfigNpc_Common_AnimatorMove_Female	Q357NPC5	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,E1B575FF				NpcData_Name_10005
10006	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_10006_Female	2001	ConfigNpc_Common_AnimatorMove_Female	Q357NPC6	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,925F41FF				NpcData_Name_10006
20001	ART/Char/NPC/NPC_Mengde_World/NPC_Mengde_World_Male_20001	2001	ConfigNpc_Common_AnimatorMove_Male	TeNa	Data/ScriptData/PropObject/SP_011	Actor/Npc/TempNPC		0	1	1	1	Hair,0,C38A7DFF				NpcData_Name_20001
20002	ART/Char/NPC/NPC_Mengde_World/NPC_Mengde_World_Male_20002	2001	ConfigNpc_Common_AnimatorMove_Male	KangNa	Data/ScriptData/PropObject/SP_011	Actor/Npc/TempNPC		0	1	1	1	Hair,0,603E2CFF				NpcData_Name_20002
